ID,experimental_replicate,dose,ecuatorial,polar,,,,,,,
564,2,0.00,7.53,7.65,,,,,,,
564,2,0.00,7.43,8.05,,,,,,,
564,2,0.00,7.26,6.71,,,,,,,
564,2,0.00,7.18,7.14,,,,,,,
568,2,0.00,7.63,7.66,,,,,,,
568,2,0.00,8.41,8.33,,,,,,,
568,2,0.00,8.4,8.34,,,,,,,
568,2,0.00,8.1,8.36,,,,,,,
581,2,0.00,7.94,8.03,,,,,,,
581,2,0.00,7.68,7.75,,,,,,,
581,2,0.00,7.83,7.72,,,,,,,
581,2,0.00,8.12,7.73,,,,,,,
645,2,0.00,7.31,7.61,,,,,,,
645,2,0.00,7.66,7.10,,,,,,,
645,2,0.00,7.66,7.03,,,,,,,
645,2,0.00,7.81,7.40,,,,,,,
667,2,0.00,7.47,7.30,,,,,,,
667,2,0.00,7.26,7.35,,,,,,,
667,2,0.00,7.28,7.41,,,,,,,
667,2,0.00,7.49,7.56,,,,,,,
800,2,0.00,8.36,8.17,,,,,,,
800,2,0.00,7.93,7.91,,,,,,,
800,2,0.00,8.14,8.08,,,,,,,
800,2,0.00,8.17,8.10,,,,,,,
62-02,2,0.00,7.78,7.98,,,,,,,
62-02,2,0.00,7.47,6.83,,,,,,,
62-02,2,0.00,7.03,7.09,,,,,,,
62-02,2,0.00,7.72,8.10,,,,,,,
62-03,2,0.00,7.20,7.61,,,,,,,
62-03,2,0.00,7.91,8.05,,,,,,,
62-03,2,0.00,7.47,7.56,,,,,,,
62-03,2,0.00,7.46,7.55,,,,,,,
62-04,2,0.00,8.05,8.16,,,,,,,
62-04,2,0.00,7.83,8.10,,,,,,,
62-04,2,0.00,8.08,8.20,,,,,,,
62-04,2,0.00,8.16,7.93,,,,,,,
78-01,2,0.00,7.96,7.96,,,,,,,
78-01,2,0.00,6.40,5.96,,,,,,,
78-01,2,0.00,6.29,6.75,,,,,,,
78-01,2,0.00,7.33,7.15,,,,,,,
78-02,2,0.00,7.71,7.40,,,,,,,
78-02,2,0.00,7.63,7.70,,,,,,,
78-02,2,0.00,7.65,7.65,,,,,,,
78-02,2,0.00,7.70,8.01,,,,,,,
78-05,2,0.00,6.52,6.76,,,,,,,
78-05,2,0.00,7.59,7.29,,,,,,,
78-05,2,0.00,7.25,6.79,,,,,,,
78-05,2,0.00,7.01,7.23,,,,,,,
S-01,2,0.00,6.51,6.74,,,,,,,
S-01,2,0.00,6.64,7.27,,,,,,,
S-01,2,0.00,6.98,7.21,,,,,,,
S-01,2,0.00,6.75,7.21,,,,,,,
H-01,2,0.00,7.56,7.69,,,,,,,
H-01,2,0.00,7.76,7.45,,,,,,,
H-01,2,0.00,7.63,7.58,,,,,,,
H-01,2,0.00,7.84,7.78,,,,,,,
H-03,2,0.00,8.06,7.81,,,,,,,
H-03,2,0.00,7.91,7.76,,,,,,,
H-03,2,0.00,8.39,8.36,,,,,,,
H-03,2,0.00,8.05,8.04,,,,,,,
H-04,2,0.00,7.36,7.45,,,,,,,
H-04,2,0.00,7.51,7.18,,,,,,,
H-04,2,0.00,6.97,7.01,,,,,,,
H-04,2,0.00,7.62,7.18,,,,,,,
I-20,2,0.00,7.92,8.06,,,,,,,
I-20,2,0.00,7.05,7.05,,,,,,,
I-20,2,0.00,7.82,7.86,,,,,,,
I-20,2,0.00,7.81,7.74,,,,,,,
419,2,0.00,7.60,7.78,,,,,,,
419,2,0.00,7.36,7.20,,,,,,,
419,2,0.00,6.61,6.68,,,,,,,
419,2,0.00,7.36,7.32,,,,,,,
413,2,0.00,8.25,7.87,,,,,,,
413,2,0.00,7.98,7.91,,,,,,,
413,2,0.00,7.35,7.56,,,,,,,
413,2,0.00,7.98,7.86,,,,,,,
W212,2,0.00,8.28,8.10,,,,,,,
W212,2,0.00,7.89,7.95,,,,,,,
W212,2,0.00,7.86,7.82,,,,,,,
W212,2,0.00,8.44,8.01,,,,,,,
318,2,0.00,8.50,8.00,,,,,,,
318,2,0.00,6.99,7.74,,,,,,,
318,2,0.00,7.55,7.40,,,,,,,
318,2,0.00,7.31,7.91,,,,,,,
1025,2,0.00,8.09,7.84,,,,,,,
1025,2,0.00,7.51,7.64,,,,,,,
1025,2,0.00,7.83,7.57,,,,,,,
1025,2,0.00,7.54,7.56,,,,,,,
1026,2,0.00,8.39,7.97,,,,,,,
1026,2,0.00,8.28,8.15,,,,,,,
1026,2,0.00,8.05,7.98,,,,,,,
1026,2,0.00,8.11,8.47,,,,,,,
1027,2,0.00,8.20,8.15,,,,,,,
1027,2,0.00,7.43,7.41,,,,,,,
1027,2,0.00,7.11,7.27,,,,,,,
1027,2,0.00,7.33,7.60,,,,,,,
1029,2,0.00,7.09,6.57,,,,,,,
1029,2,0.00,6.29,5.26,,,,,,,
1029,2,0.00,6.19,6.23,,,,,,,
1029,2,0.00,6.72,6.67,,,,,,,
1032,2,0.00,7.07,7.48,,,,,,,
1032,2,0.00,7.55,7.23,,,,,,,
1032,2,0.00,6.17,6.61,,,,,,,
1032,2,0.00,7.70,7.54,,,,,,,
1033,2,0.00,8.10,7.97,,,,,,,
1033,2,0.00,7.45,7.56,,,,,,,
1033,2,0.00,7.26,7.11,,,,,,,
1033,2,0.00,7.07,7.26,,,,,,,
1,2,0.75,6.73,6.22,,,,,,,
1,2,0.75,6.86,6.47,,,,,,,
1,2,0.75,7.13,6.96,,,,,,,
1,2,0.75,7.16,7.31,,,,,,,
8,2,0.75,7.55,5.97,,,,,,,
8,2,0.75,7.78,7.29,,,,,,,
8,2,0.75,6.99,7.42,,,,,,,
8,2,0.75,7.23,7.23,,,,,,,
12B,2,0.75,6.63,7.23,,,,,,,
12B,2,0.75,7.30,7.58,,,,,,,
12B,2,0.75,7.67,7.63,,,,,,,
12B,2,0.75,7.61,7.83,,,,,,,
20,2,0.75,7.72,7.36,,,,,,,
20,2,0.75,7.58,7.63,,,,,,,
20,2,0.75,7.26,7.62,,,,,,,
20,2,0.75,6.26,7.22,,,,,,,
123,2,0.75,7.51,7.81,,,,,,,
123,2,0.75,7.48,7.28,,,,,,,
123,2,0.75,7.73,7.30,,,,,,,
123,2,0.75,7.48,7.79,,,,,,,
21,2,0.75,7.12,7.40,,,,,,,
21,2,0.75,7.73,7.77,,,,,,,
21,2,0.75,6.89,6.89,,,,,,,
21,2,0.75,7.05,6.88,,,,,,,
74SS1,2,0.75,7.75,7.22,,,,,,,
74SS1,2,0.75,5.84,6.57,,,,,,,
74SS1,2,0.75,5.39,6.28,,,,,,,
74SS1,2,0.75,5.58,6.65,,,,,,,
87,2,0.75,7.49,7.15,,,,,,,
87,2,0.75,6.32,6.32,,,,,,,
87,2,0.75,7.12,7.50,,,,,,,
87,2,0.75,7.00,7.18,,,,,,,
118,2,0.75,7.89,7.93,,,,,,,
118,2,0.75,7.87,7.96,,,,,,,
118,2,0.75,7.58,7.67,,,,,,,
118,2,0.75,7.87,7.74,,,,,,,
129,2,0.75,6.73,6.89,,,,,,,
129,2,0.75,6.98,7.54,,,,,,,
129,2,0.75,6.54,6.63,,,,,,,
129,2,0.75,7.03,6.85,,,,,,,
449,2,0.75,7.27,6.32,,,,,,,
449,2,0.75,7.25,7.30,,,,,,,
449,2,0.75,7.24,7.36,,,,,,,
449,2,0.75,7.09,7.41,,,,,,,
461,2,0.75,4.39,4.11,,,,,,,
461,2,0.75,4.01,4.11,,,,,,,
461,2,0.75,4.20,3.57,,,,,,,
461,2,0.75,3.21,3.82,,,,,,,
467,2,0.75,6.97,5.85,,,,,,,
467,2,0.75,5.56,7.30,,,,,,,
467,2,0.75,6.76,6.07,,,,,,,
467,2,0.75,5.05,4.87,,,,,,,
475,2,0.75,5.08,5.77,,,,,,,
475,2,0.75,6.77,5.58,,,,,,,
475,2,0.75,4.58,5.10,,,,,,,
475,2,0.75,5.50,6.13,,,,,,,
558,2,0.75,5.78,6.40,,,,,,,
558,2,0.75,6.22,7.32,,,,,,,
558,2,0.75,6.63,6.87,,,,,,,
558,2,0.75,6.55,5.69,,,,,,,
564,2,0.75,7.15,7.66,,,,,,,
564,2,0.75,7.49,7.50,,,,,,,
564,2,0.75,7.38,7.55,,,,,,,
564,2,0.75,7.22,7.49,,,,,,,
568,2,0.75,7.28,7.17,,,,,,,
568,2,0.75,7.57,6.82,,,,,,,
568,2,0.75,7.40,7.27,,,,,,,
568,2,0.75,6.92,7.06,,,,,,,
581,2,0.75,6.40,6.75,,,,,,,
581,2,0.75,5.19,5.16,,,,,,,
581,2,0.75,6.53,6.55,,,,,,,
581,2,0.75,6.39,5.87,,,,,,,
645,2,0.75,6.92,5.96,,,,,,,
645,2,0.75,7.40,5.56,,,,,,,
645,2,0.75,7.15,5.54,,,,,,,
645,2,0.75,5.54,5.71,,,,,,,
667,2,0.75,6.83,7.23,,,,,,,
667,2,0.75,5.83,6.92,,,,,,,
667,2,0.75,6.44,5.34,,,,,,,
667,2,0.75,6.53,5.82,,,,,,,
800,2,0.75,7.72,7.83,,,,,,,
800,2,0.75,8.00,8.05,,,,,,,
800,2,0.75,7.74,7.55,,,,,,,
800,2,0.75,7.67,7.44,,,,,,,
62-02,2,0.75,6.36,6.03,,,,,,,
62-02,2,0.75,6.99,6.42,,,,,,,
62-02,2,0.75,4.18,5.93,,,,,,,
62-02,2,0.75,5.84,5.73,,,,,,,
62-03,2,0.75,6.41,6.57,,,,,,,
62-03,2,0.75,5.88,6.67,,,,,,,
62-03,2,0.75,6.22,5.68,,,,,,,
62-03,2,0.75,6.40,6.48,,,,,,,
62-04,2,0.75,6.91,5.72,,,,,,,
62-04,2,0.75,5.01,5.49,,,,,,,
62-04,2,0.75,4.63,4.75,,,,,,,
62-04,2,0.75,5.10,5.51,,,,,,,
78-01,2,0.75,6.12,5.11,,,,,,,
78-01,2,0.75,6.79,6.91,,,,,,,
78-01,2,0.75,5.99,6.46,,,,,,,
78-01,2,0.75,5.84,6.33,,,,,,,
78-02,2,0.75,6.42,6.97,,,,,,,
78-02,2,0.75,7.07,6.76,,,,,,,
78-02,2,0.75,6.05,7.28,,,,,,,
78-02,2,0.75,6.82,6.94,,,,,,,
78-02,2,0.75,6.80,5.79,,,,,,,
78-05,2,0.75,6.38,6.73,,,,,,,
78-05,2,0.75,7.14,6.45,,,,,,,
78-05,2,0.75,6.88,6.07,,,,,,,
S-01,2,0.75,4.64,5.75,,,,,,,
S-01,2,0.75,5.92,6.86,,,,,,,
S-01,2,0.75,6.17,6.28,,,,,,,
S-01,2,0.75,5.93,4.50,,,,,,,
H-01,2,0.75,6.31,5.51,,,,,,,
H-01,2,0.75,7.10,6.88,,,,,,,
H-01,2,0.75,6.59,6.20,,,,,,,
H-01,2,0.75,7.07,6.98,,,,,,,
H-03,2,0.75,6.99,7.92,,,,,,,
H-03,2,0.75,7.62,7.33,,,,,,,
H-03,2,0.75,7.92,7.60,,,,,,,
H-03,2,0.75,7.54,7.50,,,,,,,
H-04,2,0.75,6.31,5.61,,,,,,,
H-04,2,0.75,6.13,5.80,,,,,,,
H-04,2,0.75,6.17,5.75,,,,,,,
H-04,2,0.75,5.41,5.39,,,,,,,
I-20,2,0.75,7.17,6.99,,,,,,,
I-20,2,0.75,7.40,7.28,,,,,,,
I-20,2,0.75,7.52,7.51,,,,,,,
I-20,2,0.75,7.44,7.22,,,,,,,
419,2,0.75,6.33,7.07,,,,,,,
419,2,0.75,6.79,7.08,,,,,,,
419,2,0.75,6.60,6.57,,,,,,,
419,2,0.75,6.80,6.59,,,,,,,
413,2,0.75,6.33,7.26,,,,,,,
413,2,0.75,6.66,7.39,,,,,,,
413,2,0.75,6.49,6.87,,,,,,,
413,2,0.75,6.32,6.74,,,,,,,
W212,2,0.75,6.97,7.41,,,,,,,
W212,2,0.75,7.54,7.43,,,,,,,
W212,2,0.75,7.17,7.30,,,,,,,
W212,2,0.75,7.84,7.94,,,,,,,
318,2,0.75,7.24,7.14,,,,,,,
318,2,0.75,6.62,7.55,,,,,,,
318,2,0.75,6.59,7.13,,,,,,,
318,2,0.75,6.20,7.19,,,,,,,
1025,2,0.75,6.59,7.32,,,,,,,
1025,2,0.75,7.46,5.87,,,,,,,
1025,2,0.75,5.48,5.77,,,,,,,
1025,2,0.75,5.78,5.91,,,,,,,
1026,2,0.75,7.78,7.72,,,,,,,
1026,2,0.75,7.77,7.6,,,,,,,
1026,2,0.75,7.72,7.72,,,,,,,
1026,2,0.75,7.88,7.68,,,,,,,
1027,2,0.75,6.76,6.12,,,,,,,
1027,2,0.75,6.40,6.88,,,,,,,
1027,2,0.75,6.63,4.61,,,,,,,
1027,2,0.75,6.66,5.36,,,,,,,
1029,2,0.75,6.03,6.01,,,,,,,
1029,2,0.75,6.48,6.14,,,,,,,
1029,2,0.75,6.24,5.47,,,,,,,
1029,2,0.75,5.84,5.94,,,,,,,
1032,2,0.75,5.76,5.99,,,,,,,
1032,2,0.75,6.85,6.48,,,,,,,
1032,2,0.75,5.11,5.53,,,,,,,
1032,2,0.75,5.53,6.23,,,,,,,
1033,2,0.75,6.21,6.53,,,,,,,
1033,2,0.75,6.07,6.74,,,,,,,
1033,2,0.75,6.15,5.82,,,,,,,
1033,2,0.75,5.89,4.85,,,,,,,
1,2,1.00,6.34,6.49,,,,,,,
1,2,1.00,3.75,3.27,,,,,,,
1,2,1.00,6.52,6.94,,,,,,,
1,2,1.00,6.90,6.55,,,,,,,
8,2,1.00,7.14,6.99,,,,,,,
8,2,1.00,5.77,5.87,,,,,,,
8,2,1.00,6.20,7.16,,,,,,,
8,2,1.00,7.08,7.01,,,,,,,
12B,2,1.00,6.65,6.82,,,,,,,
12B,2,1.00,7.19,7.23,,,,,,,
12B,2,1.00,6.38,7.03,,,,,,,
12B,2,1.00,6.69,7.66,,,,,,,
20,2,1.00,7.62,7.84,,,,,,,
20,2,1.00,6.75,7.78,,,,,,,
20,2,1.00,6.60,6.17,,,,,,,
20,2,1.00,6.87,7.84,,,,,,,
123,2,1.00,7.39,7.44,,,,,,,
123,2,1.00,6.35,6.68,,,,,,,
123,2,1.00,7.12,7.55,,,,,,,
123,2,1.00,7.89,8.08,,,,,,,
21,2,1.00,6.80,7.11,,,,,,,
21,2,1.00,6.80,7.01,,,,,,,
21,2,1.00,6.81,7.44,,,,,,,
21,2,1.00,6.93,6.22,,,,,,,
74SS1,2,1.00,6.63,6.74,,,,,,,
74SS1,2,1.00,4.79,6.35,,,,,,,
74SS1,2,1.00,6.54,6.54,,,,,,,
74SS1,2,1.00,6.57,7.20,,,,,,,
87,2,1.00,6.18,7.41,,,,,,,
87,2,1.00,6.24,6.39,,,,,,,
87,2,1.00,7.11,7.17,,,,,,,
87,2,1.00,7.19,6.61,,,,,,,
118,2,1.00,6.48,7.96,,,,,,,
118,2,1.00,7.34,7.78,,,,,,,
118,2,1.00,7.26,7.20,,,,,,,
118,2,1.00,7.65,7.20,,,,,,,
129,2,1.00,6.19,6.51,,,,,,,
129,2,1.00,6.56,6.59,,,,,,,
129,2,1.00,4.59,6.57,,,,,,,
129,2,1.00,6.61,6.92,,,,,,,
449,2,1.00,7.44,6.00,,,,,,,
449,2,1.00,6.22,6.34,,,,,,,
449,2,1.00,6.62,7.36,,,,,,,
449,2,1.00,7.08,7.31,,,,,,,
461,2,1.00,3.80,4.09,,,,,,,
461,2,1.00,3.76,3.10,,,,,,,
461,2,1.00,3.50,3.47,,,,,,,
461,2,1.00,3.42,3.03,,,,,,,
467,2,1.00,5.27,4.99,,,,,,,
467,2,1.00,5.74,5.64,,,,,,,
467,2,1.00,5.34,5.99,,,,,,,
467,2,1.00,4.66,4.97,,,,,,,
475,2,1.00,4.21,3.95,,,,,,,
475,2,1.00,4.96,4.16,,,,,,,
475,2,1.00,4.55,5.22,,,,,,,
475,2,1.00,5.30,4.63,,,,,,,
558,2,1.00,5.32,6.58,,,,,,,
558,2,1.00,6.33,5.54,,,,,,,
558,2,1.00,5.04,5.66,,,,,,,
558,2,1.00,5.19,5.33,,,,,,,
564,2,1.00,6.84,7.05,,,,,,,
564,2,1.00,7.29,7.13,,,,,,,
564,2,1.00,7.27,7.23,,,,,,,
564,2,1.00,7.29,7.44,,,,,,,
568,2,1.00,7.37,7.15,,,,,,,
568,2,1.00,6.23,7.51,,,,,,,
568,2,1.00,6.63,7.69,,,,,,,
568,2,1.00,7.55,7.07,,,,,,,
581,2,1.00,5.04,5.99,,,,,,,
581,2,1.00,4.54,4.77,,,,,,,
581,2,1.00,5.01,5.59,,,,,,,
581,2,1.00,5.26,6.39,,,,,,,
645,2,1.00,5.95,5.03,,,,,,,
645,2,1.00,6.79,5.83,,,,,,,
645,2,1.00,6.77,5.51,,,,,,,
645,2,1.00,6.89,5.31,,,,,,,
667,2,1.00,5.52,6.50,,,,,,,
667,2,1.00,5.39,6.11,,,,,,,
667,2,1.00,6.00,5.43,,,,,,,
667,2,1.00,6.11,5.56,,,,,,,
800,2,1.00,6.98,7.35,,,,,,,
800,2,1.00,7.71,7.42,,,,,,,
800,2,1.00,7.48,7.21,,,,,,,
800,2,1.00,7.57,7.52,,,,,,,
62-02,2,1.00,4.94,5.84,,,,,,,
62-02,2,1.00,5.68,4.87,,,,,,,
62-02,2,1.00,5.00,4.60,,,,,,,
62-02,2,1.00,5.45,6.05,,,,,,,
62-03,2,1.00,5.19,4.01,,,,,,,
62-03,2,1.00,4.86,6.23,,,,,,,
62-03,2,1.00,4.71,4.31,,,,,,,
62-03,2,1.00,5.67,5.18,,,,,,,
62-04,2,1.00,4.12,4.45,,,,,,,
62-04,2,1.00,5.10,5.16,,,,,,,
62-04,2,1.00,4.13,4.64,,,,,,,
62-04,2,1.00,5.68,6.17,,,,,,,
78-01,2,1.00,6.23,5.50,,,,,,,
78-01,2,1.00,6.31,6.36,,,,,,,
78-01,2,1.00,4.78,5.34,,,,,,,
78-01,2,1.00,5.66,5.77,,,,,,,
78-02,2,1.00,6.68,5.80,,,,,,,
78-02,2,1.00,5.48,7.06,,,,,,,
78-02,2,1.00,6.55,6.31,,,,,,,
78-02,2,1.00,6.97,7.25,,,,,,,
78-05,2,1.00,6.50,5.49,,,,,,,
78-05,2,1.00,5.48,6.63,,,,,,,
78-05,2,1.00,5.77,6.83,,,,,,,
78-05,2,1.00,6.37,5.59,,,,,,,
S-01,2,1.00,5.27,4.45,,,,,,,
S-01,2,1.00,4.89,4.08,,,,,,,
S-01,2,1.00,5.24,5.63,,,,,,,
S-01,2,1.00,5.83,5.08,,,,,,,
H-01,2,1.00,4.83,4.62,,,,,,,
H-01,2,1.00,5.67,5.91,,,,,,,
H-01,2,1.00,6.68,5.97,,,,,,,
H-01,2,1.00,4.95,6.16,,,,,,,
H-03,2,1.00,7.03,6.36,,,,,,,
H-03,2,1.00,6.42,5.50,,,,,,,
H-03,2,1.00,7.56,7.09,,,,,,,
H-03,2,1.00,7.30,6.20,,,,,,,
H-04,2,1.00,5.98,4.71,,,,,,,
H-04,2,1.00,4.33,4.82,,,,,,,
H-04,2,1.00,6.02,5.21,,,,,,,
H-04,2,1.00,6.05,6.08,,,,,,,
I-20,2,1.00,7.13,6.68,,,,,,,
I-20,2,1.00,6.96,6.89,,,,,,,
I-20,2,1.00,7.64,7.41,,,,,,,
I-20,2,1.00,7.45,6.93,,,,,,,
419,2,1.00,5.48,5.45,,,,,,,
419,2,1.00,6.86,6.82,,,,,,,
419,2,1.00,5.94,6.68,,,,,,,
419,2,1.00,6.44,7.04,,,,,,,
413,2,1.00,7.50,7.20,,,,,,,
413,2,1.00,7.13,6.45,,,,,,,
413,2,1.00,7.07,6.84,,,,,,,
413,2,1.00,7.08,6.75,,,,,,,
W212,2,1.00,7.30,6.80,,,,,,,
W212,2,1.00,7.17,6.74,,,,,,,
W212,2,1.00,6.72,7.03,,,,,,,
W212,2,1.00,7.61,7.01,,,,,,,
318,2,1.00,6.36,6.38,,,,,,,
318,2,1.00,6.49,6.06,,,,,,,
318,2,1.00,6.70,6.26,,,,,,,
318,2,1.00,6.89,6.05,,,,,,,
1025,2,1.00,7.11,5.71,,,,,,,
1025,2,1.00,6.10,5.25,,,,,,,
1025,2,1.00,4.78,4.87,,,,,,,
1025,2,1.00,6.07,4.27,,,,,,,
1026,2,1.00,7.85,8.02,,,,,,,
1026,2,1.00,7.66,7.86,,,,,,,
1026,2,1.00,7.64,7.69,,,,,,,
1026,2,1.00,7.34,7.64,,,,,,,
1027,2,1.00,6.73,5.32,,,,,,,
1027,2,1.00,5.61,6.15,,,,,,,
1027,2,1.00,5.62,5.71,,,,,,,
1027,2,1.00,6.60,5.50,,,,,,,
1029,2,1.00,5.34,5.42,,,,,,,
1029,2,1.00,4.89,5.63,,,,,,,
1029,2,1.00,4.91,5.76,,,,,,,
1029,2,1.00,5.07,5.98,,,,,,,
1032,2,1.00,6.22,6.10,,,,,,,
1032,2,1.00,4.63,3.90,,,,,,,
1032,2,1.00,4.56,4.96,,,,,,,
1032,2,1.00,5.28,5.65,,,,,,,
1033,2,1.00,5.18,6.22,,,,,,,
1033,2,1.00,6.59,5.11,,,,,,,
1033,2,1.00,5.76,5.50,,,,,,,
1033,2,1.00,4.93,6.23,,,,,,,
1,2,1.50,5.45,4.54,,,,,,,
1,2,1.50,3.23,2.67,,,,,,,
1,2,1.50,5.28,5.03,,,,,,,
1,2,1.50,6.21,5.62,,,,,,,
8,2,1.50,4.29,5.60,,,,,,,
8,2,1.50,4.10,3.01,,,,,,,
8,2,1.50,4.58,5.07,,,,,,,
8,2,1.50,5.65,5.40,,,,,,,
12B,2,1.50,3.95,3.20,,,,,,,
12B,2,1.50,3.51,4.29,,,,,,,
12B,2,1.50,5.76,5.05,,,,,,,
12B,2,1.50,5.33,6.37,,,,,,,
20,2,1.50,5.33,6.69,,,,,,,
20,2,1.50,1.85,2.28,,,,,,,
20,2,1.50,6.09,4.84,,,,,,,
20,2,1.50,5.10,6.81,,,,,,,
123,2,1.50,6.44,5.63,,,,,,,
123,2,1.50,4.12,3.16,,,,,,,
123,2,1.50,6.97,6.85,,,,,,,
123,2,1.50,6.23,7.31,,,,,,,
21,2,1.50,6.92,5.72,,,,,,,
21,2,1.50,4.27,4.10,,,,,,,
21,2,1.50,5.02,4.91,,,,,,,
21,2,1.50,5.65,5.07,,,,,,,
74SS1,2,1.50,5.64,6.00,,,,,,,
74SS1,2,1.50,1.76,1.99,,,,,,,
74SS1,2,1.50,4.09,5.14,,,,,,,
74SS1,2,1.50,5.83,4.94,,,,,,,
87,2,1.50,5.91,7.51,,,,,,,
87,2,1.50,5.83,5.76,,,,,,,
87,2,1.50,6.63,7.02,,,,,,,
87,2,1.50,4.50,5.36,,,,,,,
118,2,1.50,6.99,6.75,,,,,,,
118,2,1.50,4.90,4.23,,,,,,,
118,2,1.50,6.04,5.48,,,,,,,
118,2,1.50,7.01,5.13,,,,,,,
129,2,1.50,5.89,6.29,,,,,,,
129,2,1.50,3.42,2.82,,,,,,,
129,2,1.50,4.26,2.89,,,,,,,
129,2,1.50,4.90,6.20,,,,,,,
449,2,1.50,6.65,5.18,,,,,,,
449,2,1.50,4.80,3.47,,,,,,,
449,2,1.50,5.68,6.32,,,,,,,
449,2,1.50,6.80,5.44,,,,,,,
461,2,1.50,3.14,2.81,,,,,,,
461,2,1.50,1.70,1.90,,,,,,,
461,2,1.50,3.16,2.91,,,,,,,
461,2,1.50,2.43,2.31,,,,,,,
467,2,1.50,4.35,4.70,,,,,,,
467,2,1.50,2.40,2.17,,,,,,,
467,2,1.50,5.16,4.06,,,,,,,
467,2,1.50,3.37,3.37,,,,,,,
475,2,1.50,3.97,4.08,,,,,,,
475,2,1.50,2.33,2.19,,,,,,,
475,2,1.50,4.25,3.30,,,,,,,
475,2,1.50,4.25,4.16,,,,,,,
558,2,1.50,3.20,4.91,,,,,,,
558,2,1.50,2.24,3.78,,,,,,,
558,2,1.50,4.06,3.45,,,,,,,
558,2,1.50,2.94,3.81,,,,,,,
564,2,1.50,7.06,6.33,,,,,,,
564,2,1.50,6.22,5.23,,,,,,,
564,2,1.50,6.58,6.72,,,,,,,
564,2,1.50,7.96,6.80,,,,,,,
568,2,1.50,6.69,6.53,,,,,,,
568,2,1.50,3.18,4.03,,,,,,,
568,2,1.50,6.14,4.94,,,,,,,
568,2,1.50,6.89,6.27,,,,,,,
581,2,1.50,4.35,4.06,,,,,,,
581,2,1.50,2.36,2.31,,,,,,,
581,2,1.50,4.37,5.11,,,,,,,
581,2,1.50,3.98,4.69,,,,,,,
645,2,1.50,6.28,4.84,,,,,,,
645,2,1.50,2.39,3.04,,,,,,,
645,2,1.50,6.16,4.35,,,,,,,
645,2,1.50,4.36,6.17,,,,,,,
667,2,1.50,4.78,3.71,,,,,,,
667,2,1.50,2.21,2.44,,,,,,,
667,2,1.50,3.60,5.19,,,,,,,
667,2,1.50,3.23,4.12,,,,,,,
800,2,1.50,7.36,7.44,,,,,,,
800,2,1.50,2.82,4.53,,,,,,,
800,2,1.50,6.76,4.99,,,,,,,
800,2,1.50,7.26,7.41,,,,,,,
62-02,2,1.50,3.10,4.15,,,,,,,
62-02,2,1.50,2.45,2.13,,,,,,,
62-02,2,1.50,3.46,3.15,,,,,,,
62-02,2,1.50,3.93,4.29,,,,,,,
62-03,2,1.50,5.03,4.75,,,,,,,
62-03,2,1.50,1.52,1.65,,,,,,,
