ID,experimental_replicate,dose,ecuatorial,polar,
H-01,2,0.025,6.16,8.90,
H-03,2,0.025,3.34,3.30,
H-03,2,0.025,3.86,4.02,
H-03,2,0.025,5.69,5.52,
H-03,2,0.025,5.40,5.62,
H-04,2,0.025,5.24,5.41,
H-04,2,0.025,5.23,5.41,
H-04,2,0.025,5.15,5.21,
H-04,2,0.025,5.31,5.33,
I-20,2,0.025,4.40,4.38,
I-20,2,0.025,4.21,4.12,
I-20,2,0.025,4.02,4.06,
I-20,2,0.025,4.13,3.96,
419,2,0.025,5.47,5.50,
419,2,0.025,5.28,5.34,
419,2,0.025,4.99,5.19,
419,2,0.025,5.11,5.39,
413,2,0.025,5.35,5.55,
413,2,0.025,5.76,5.76,
413,2,0.025,5.40,5.46,
413,2,0.025,5.63,5.57,
W212,2,0.025,4.87,4.78,
W212,2,0.025,4.89,5.10,
W212,2,0.025,5.12,5.02,
W212,2,0.025,4.94,5.26,
318,2,0.025,5.48,5.72,
318,2,0.025,5.68,5.70,
318,2,0.025,5.36,5.41,
318,2,0.025,5.33,5.27,
1025,2,0.025,5.51,5.52,
1025,2,0.025,5.75,5.84,
1025,2,0.025,5.63,5.50,
1025,2,0.025,5.11,5.30,
1026,2,0.025,5.59,5.66,
1026,2,0.025,5.88,6.04,
1026,2,0.025,5.78,5.87,
1026,2,0.025,5.71,5.48,
1027,2,0.025,5.51,5.91,
1027,2,0.025,5.64,5.60,
1027,2,0.025,5.33,5.48,
1027,2,0.025,5.39,5.59,
1029,2,0.025,5.61,5.63,
1029,2,0.025,5.63,5.77,
1029,2,0.025,5.79,5.66,
1029,2,0.025,5.48,5.64,
1032,2,0.025,4.38,4.31,
1032,2,0.025,3.76,3.86,
1032,2,0.025,3.58,3.44,
1032,2,0.025,4.05,4.03,
1033,2,0.025,4.79,5.60,
1033,2,0.025,6.11,6.13,
1033,2,0.025,5.84,5.71,
1033,2,0.025,5.52,5.84,
1,2,0.05,4.95,4.80,
1,2,0.05,4.71,4.67,
1,2,0.05,4.90,4.72,
1,2,0.05,5.33,5.26,
8,2,0.05,3.84,3.91,
8,2,0.05,3.38,3.54,
8,2,0.05,4.00,4.09,
8,2,0.05,4.31,4.35,
12B,2,0.05,3.67,4.47,
12B,2,0.05,4.92,4.63,
12B,2,0.05,4.17,4.81,
12B,2,0.05,4.68,4.87,
20,2,0.05,,,
20,2,0.05,4.29,4.21,
20,2,0.05,4.42,4.18,
20,2,0.05,4.61,4.82,
21,2,0.05,4.27,4.53,
21,2,0.05,3.97,4.03,
21,2,0.05,4.33,4.13,
21,2,0.05,4.61,4.63,
74SS1,2,0.05,4.10,3.84,
74SS1,2,0.05,4.05,3.74,
74SS1,2,0.05,3.66,3.93,
74SS1,2,0.05,4.39,4.15,
87,2,0.05,3.18,3.21,
87,2,0.05,3.03,3.06,
87,2,0.05,3.56,3.77,
87,2,0.05,3.67,3.67,
118,2,0.05,4.06,3.91,
118,2,0.05,3.97,4.11,
118,2,0.05,3.59,3.64,
118,2,0.05,4.39,4.23,
123,2,0.05,4.44,4.28,
123,2,0.05,3.47,3.71,
123,2,0.05,4.51,4.44,
123,2,0.05,4.72,4.84,
129,2,0.05,4.80,4.86,
129,2,0.05,4.90,4.95,
129,2,0.05,4.74,4.71,
129,2,0.05,5.10,4.87,
449,2,0.05,4.29,4.27,
449,2,0.05,3.99,4.02,
449,2,0.05,4.20,4.03,
449,2,0.05,4.37,4.43,
461,2,0.05,4.19,3.95,
461,2,0.05,4.12,3.93,
461,2,0.05,3.75,3.84,
461,2,0.05,4.22,4.13,
467,2,0.05,4.76,4.66,
467,2,0.05,4.72,4.66,
467,2,0.05,4.43,4.32,
467,2,0.05,4.77,4.86,
475,2,0.05,4.63,4.68,
475,2,0.05,4.80,4.70,
475,2,0.05,4.84,4.62,
475,2,0.05,5.12,5.12,
558,2,0.05,3.91,3.87,
558,2,0.05,3.88,3.92,
558,2,0.05,3.97,4.05,
558,2,0.05,4.22,4.10,
564,2,0.05,4.08,4.26,
564,2,0.05,3.93,3.87,
564,2,0.05,4.12,3.87,
564,2,0.05,4.19,4.57,
568,2,0.05,4.60,4.50,
568,2,0.05,4.70,4.55,
568,2,0.05,4.28,4.27,
568,2,0.05,4.79,4.91,
581,2,0.05,4.94,4.62,
581,2,0.05,4.54,4.52,
581,2,0.05,4.40,4.44,
581,2,0.05,4.87,4.74,
645,2,0.05,4.72,4.63,
645,2,0.05,4.54,4.52,
645,2,0.05,4.33,4.29,
645,2,0.05,4.96,4.76,
667,2,0.05,3.91,3.61,
667,2,0.05,3.36,3.59,
667,2,0.05,3.78,3.84,
667,2,0.05,4.13,4.05,
800,2,0.05,,,
800,2,0.05,,,
800,2,0.05,,,
800,2,0.05,,,
62-02,2,0.05,4.37,4.61,
62-02,2,0.05,4.41,4.52,
62-02,2,0.05,4.02,4.24,
62-02,2,0.05,4.46,4.42,
62-03,2,0.05,3.66,3.60,
62-03,2,0.05,3.91,4.16,
62-03,2,0.05,4.05,4.17,
62-03,2,0.05,4.18,4.30,
62-04,2,0.05,4.58,4.63,
62-04,2,0.05,4.37,4.26,
62-04,2,0.05,4.13,4.09,
62-04,2,0.05,4.54,4.49,
78-01,2,0.05,4.53,4.47,
78-01,2,0.05,4.11,4.27,
78-01,2,0.05,3.85,3.69,
78-01,2,0.05,4.43,4.71,
78-02,2,0.05,4.71,4.74,
78-02,2,0.05,4.56,4.62,
78-02,2,0.05,4.34,4.52,
78-02,2,0.05,4.94,4.90,
78-05,2,0.05,4.54,4.43,
78-05,2,0.05,4.49,4.39,
78-05,2,0.05,4.30,4.40,
78-05,2,0.05,4.85,4.89,
S-01,2,0.05,4.34,4.41,
S-01,2,0.05,3.72,3.80,
S-01,2,0.05,3.81,3.69,
S-01,2,0.05,4.38,4.40,
H-01,2,0.05,4.79,4.76,
H-01,2,0.05,4.73,4.53,
H-01,2,0.05,4.37,4.46,
H-01,2,0.05,4.78,4.55,
H-03,2,0.05,3.31,3.28,
H-03,2,0.05,3.26,3.03,
H-03,2,0.05,4.49,4.52,
H-03,2,0.05,4.84,4.78,
H-04,2,0.05,4.39,4.47,
H-04,2,0.05,3.99,3.71,
H-04,2,0.05,3.68,3.85,
H-04,2,0.05,4.52,4.29,
I-20,2,0.05,3.31,3.16,
I-20,2,0.05,,,
I-20,2,0.05,3.07,3.05,
I-20,2,0.05,3.38,3.42,
419,2,0.05,4.30,4.38,
419,2,0.05,4.37,4.50,
419,2,0.05,4.19,4.33,
419,2,0.05,4.60,4.49,
413,2,0.05,4.44,4.30,
413,2,0.05,4.67,4.26,
413,2,0.05,4.44,4.34,
413,2,0.05,4.74,4.83,
W212,2,0.05,,,
W212,2,0.05,3.91,3.85,
W212,2,0.05,3.91,4.01,
W212,2,0.05,4.50,4.56,
318,2,0.05,4.63,4.75,
318,2,0.05,4.45,4.53,
318,2,0.05,4.64,4.54,
318,2,0.05,5.08,5.08,
1025,2,0.05,4.51,4.85,
1025,2,0.05,4.46,4.60,
1025,2,0.05,4.67,4.45,
1025,2,0.05,4.88,4.86,
1026,2,0.05,4.91,4.77,
1026,2,0.05,4.56,4.71,
1026,2,0.05,4.64,4.86,
1026,2,0.05,4.82,4.69,
1027,2,0.05,3.99,4.83,
1027,2,0.05,4.73,4.60,
1027,2,0.05,4.44,4.64,
1027,2,0.05,4.82,5.02,
1029,2,0.05,4.64,4.67,
1029,2,0.05,4.56,4.52,
1029,2,0.05,4.77,4.65,
1029,2,0.05,4.78,4.84,
1032,2,0.05,3.10,3.02,
1032,2,0.05,2.82,2.64,
1032,2,0.05,2.85,2.77,
1032,2,0.05,3.26,3.37,
1033,2,0.05,4.77,4.78,
1033,2,0.05,4.63,4.68,
1033,2,0.05,4.81,4.88,
1033,2,0.05,4.79,4.83,
1,2,0.1,3.88,3.76,
1,2,0.1,4.03,4.17,
1,2,0.1,3.84,3.78,
1,2,0.1,3.91,3.96,
8,2,0.1,,,
8,2,0.1,3.19,3.04,
8,2,0.1,3.01,2.77,
8,2,0.1,2.86,2.95,
12B,2,0.1,3.75,3.68,
12B,2,0.1,3.77,4.08,
12B,2,0.1,3.77,3.55,
12B,2,0.1,3.70,3.75,
20,2,0.1,3.40,3.58,
20,2,0.1,3.92,3.64,
20,2,0.1,3.40,3.25,
20,2,0.1,3.57,3.74,
21,2,0.1,2.95,3.07,
21,2,0.1,3.15,3.19,
21,2,0.1,3.39,3.39,
21,2,0.1,3.29,3.26,
74SS1,2,0.1,2.47,2.84,
74SS1,2,0.1,3.08,3.17,
74SS1,2,0.1,2.97,2.84,
74SS1,2,0.1,2.89,2.79,
87,2,0.1,2.21,2.03,
87,2,0.1,2.63,2.82,
87,2,0.1,2.84,2.86,
87,2,0.1,3.09,2.94,
118,2,0.1,3.08,3.09,
118,2,0.1,3.23,3.24,
118,2,0.1,2.92,3.10,
118,2,0.1,2.98,2.86,
123,2,0.1,3.80,3.57,
123,2,0.1,3.15,3.37,
123,2,0.1,4.02,3.66,
123,2,0.1,3.81,3.49,
129,2,0.1,4.01,4.00,
129,2,0.1,4.25,4.31,
129,2,0.1,3.86,3.82,
129,2,0.1,3.85,3.93,
449,2,0.1,3.63,3.55,
449,2,0.1,3.62,3.59,
449,2,0.1,3.47,3.37,
449,2,0.1,3.61,3.44,
461,2,0.1,3.31,3.23,
461,2,0.1,3.80,3.49,
461,2,0.1,3.25,3.39,
461,2,0.1,3.23,3.35,
467,2,0.1,3.92,3.77,
467,2,0.1,4.08,4.19,
467,2,0.1,3.73,3.70,
467,2,0.1,3.82,3.80,
475,2,0.1,4.05,3.85,
475,2,0.1,4.17,4.11,
475,2,0.1,4.09,4.12,
475,2,0.1,4.20,4.15,
558,2,0.1,2.95,2.88,
558,2,0.1,3.41,3.48,
558,2,0.1,3.22,3.28,
558,2,0.1,3.25,3.23,
564,2,0.1,3.62,3.77,
564,2,0.1,3.65,3.65,
564,2,0.1,3.52,3.70,
564,2,0.1,3.62,3.41,
568,2,0.1,3.63,3.45,
568,2,0.1,3.74,3.79,
568,2,0.1,3.53,3.35,
568,2,0.1,3.71,3.66,
581,2,0.1,3.60,3.65,
581,2,0.1,4.15,3.96,
581,2,0.1,3.93,3.87,
581,2,0.1,3.90,4.07,
645,2,0.1,3.46,3.59,
645,2,0.1,3.58,3.55,
645,2,0.1,3.65,3.26,
645,2,0.1,3.31,3.46,
667,2,0.1,2.95,2.62,
667,2,0.1,2.92,3.17,
667,2,0.1,3.10,3.12,
667,2,0.1,3.05,3.01,
800,2,0.1,,,
800,2,0.1,,,
800,2,0.1,,,
800,2,0.1,,,
62-02,2,0.1,3.77,3.60,
62-02,2,0.1,3.96,3.96,
62-02,2,0.1,3.44,3.44,
62-02,2,0.1,3.23,3.36,
62-03,2,0.1,3.21,3.17,
62-03,2,0.1,3.42,3.41,
62-03,2,0.1,3.09,3.03,
62-03,2,0.1,3.17,3.31,
62-04,2,0.1,3.47,3.33,
62-04,2,0.1,3.71,3.78,
62-04,2,0.1,3.18,3.10,
62-04,2,0.1,3.67,3.53,
78-01,2,0.1,3.51,3.77,
78-01,2,0.1,3.72,3.54,
78-01,2,0.1,3.32,3.32,
78-01,2,0.1,3.03,3.35,
78-02,2,0.1,3.97,3.93,
78-02,2,0.1,3.96,4.03,
78-02,2,0.1,3.85,3.92,
78-02,2,0.1,3.82,3.94,
78-05,2,0.1,3.79,3.76,
78-05,2,0.1,3.91,3.81,
78-05,2,0.1,3.71,3.70,
78-05,2,0.1,3.93,3.94,
S-01,2,0.1,3.48,3.42,
S-01,2,0.1,2.89,2.86,
S-01,2,0.1,3.04,3.00,
S-01,2,0.1,3.33,3.35,
H-01,2,0.1,,,
H-01,2,0.1,3.41,3.42,
H-01,2,0.1,3.75,3.80,
H-01,2,0.1,2.15,2.19,
H-03,2,0.1,2.15,2.19,
H-03,2,0.1,2.60,2.54,
H-03,2,0.1,3.63,3.74,
H-03,2,0.1,3.57,3.63,
H-04,2,0.1,3.56,3.56,
H-04,2,0.1,3.50,3.34,
H-04,2,0.1,3.51,3.53,
H-04,2,0.1,2.95,2.96,
I-20,2,0.1,2.44,2.33,
I-20,2,0.1,2.64,2.67,
I-20,2,0.1,,,
I-20,2,0.1,2.72,2.65,
419,2,0.1,3.52,3.43,
419,2,0.1,3.83,3.82,
419,2,0.1,3.59,3.65,
419,2,0.1,3.47,3.40,
413,2,0.1,3.65,3.79,
413,2,0.1,3.81,3.78,
413,2,0.1,3.69,3.48,
413,2,0.1,3.74,3.36,
W212,2,0.1,3.07,3.23,
W212,2,0.1,3.41,3.56,
W212,2,0.1,3.21,3.00,
W212,2,0.1,3.28,3.25,
318,2,0.1,3.68,3.92,
318,2,0.1,4.26,4.18,
318,2,0.1,3.69,3.61,
318,2,0.1,3.93,3.76,
1025,2,0.1,3.96,3.78,
1025,2,0.1,4.05,4.14,
1025,2,0.1,3.93,4.22,
1025,2,0.1,4.12,4.10,
1026,2,0.1,3.69,3.91,
1026,2,0.1,4.06,4.10,
1026,2,0.1,3.70,3.66,
1026,2,0.1,3.77,3.78,
1027,2,0.1,3.72,3.82,
1027,2,0.1,4.04,3.99,
1027,2,0.1,3.63,3.73,
1027,2,0.1,3.81,3.90,
1029,2,0.1,3.97,4.14,
1029,2,0.1,4.29,4.16,
1029,2,0.1,3.91,3.90,
1029,2,0.1,3.95,4.02,
1032,2,0.1,1.80,1.99,
1032,2,0.1,2.77,2.37,
1032,2,0.1,2.28,2.14,
1032,2,0.1,2.17,2.30,
1033,2,0.1,3.98,4.08,
1033,2,0.1,4.19,4.09,
1033,2,0.1,4.18,4.07,
1033,2,0.1,4.15,4.03,
1,2,0.2,3.01,2.84,
1,2,0.2,2.94,3.00,
1,2,0.2,2.84,2.97,
1,2,0.2,3.13,3.22,
8,2,0.2,2.36,2.55,
8,2,0.2,2.16,2.17,
8,2,0.2,2.09,1.93,
8,2,0.2,2.07,2.27,
12B,2,0.2,2.83,2.78,
12B,2,0.2,2.82,2.73,
12B,2,0.2,2.96,2.73,
12B,2,0.2,2.89,2.83,
20,2,0.2,2.64,2.87,
20,2,0.2,2.86,2.75,
20,2,0.2,2.76,2.63,
20,2,0.2,2.74,2.75,
21,2,0.2,2.19,2.33,
21,2,0.2,2.08,2.04,
21,2,0.2,2.28,2.38,
21,2,0.2,2.39,2.09,
74SS1,2,0.2,2.09,2.21,
74SS1,2,0.2,2.11,2.17,
74SS1,2,0.2,2.08,2.18,
74SS1,2,0.2,2.09,2.27,
87,2,0.2,1.90,1.77,
87,2,0.2,1.54,1.67,
87,2,0.2,1.50,1.62,
87,2,0.2,1.85,1.83,
118,2,0.2,2.55,2.53,
118,2,0.2,2.35,2.33,
118,2,0.2,1.60,1.62,
118,2,0.2,1.93,1.92,
123,2,0.2,2.90,2.90,
123,2,0.2,2.39,2.56,
123,2,0.2,2.77,2.87,
123,2,0.2,2.91,3.05,
129,2,0.2,3.14,3.15,
129,2,0.2,2.95,3.01,
129,2,0.2,2.93,2.85,
129,2,0.2,3.15,3.05,
449,2,0.2,2.91,2.87,
449,2,0.2,2.73,2.94,
449,2,0.2,2.88,3.13,
449,2,0.2,3.01,3.15,
461,2,0.2,2.35,2.57,
461,2,0.2,2.63,2.62,
461,2,0.2,2.73,2.81,
461,2,0.2,2.71,2.87,
467,2,0.2,3.29,3.08,
467,2,0.2,2.99,3.02,
467,2,0.2,3.08,2.85,
467,2,0.2,3.15,3.04,
475,2,0.2,3.13,3.10,
475,2,0.2,3.09,3.28,
475,2,0.2,3.12,3.30,
475,2,0.2,3.48,3.63,
558,2,0.2,2.50,2.28,
558,2,0.2,2.62,2.80,
558,2,0.2,2.79,2.64,
558,2,0.2,2.84,2.79,
564,2,0.2,3.46,3.04,
564,2,0.2,2.95,3.39,
564,2,0.2,3.14,3.15,
564,2,0.2,3.06,2.88,
568,2,0.2,2.77,2.93,
568,2,0.2,2.84,2.90,
568,2,0.2,2.72,2.68,
568,2,0.2,2.87,2.69,
581,2,0.2,3.03,3.21,
581,2,0.2,3.14,3.19,
581,2,0.2,3.38,3.38,
581,2,0.2,3.50,3.59,
645,2,0.2,2.92,2.75,
645,2,0.2,2.60,2.67,
645,2,0.2,2.65,2.41,
645,2,0.2,2.51,2.85,
667,2,0.2,2.32,2.42,
667,2,0.2,2.45,2.56,
667,2,0.2,2.84,2.63,
667,2,0.2,2.86,2.38,
800,2,0.2,,,
800,2,0.2,,,
800,2,0.2,,,
800,2,0.2,,,
62-02,2,0.2,2.99,2.85,
62-02,2,0.2,2.71,2.62,
62-02,2,0.2,2.48,2.50,
62-02,2,0.2,2.72,2.65,
62-03,2,0.2,2.78,2.53,
62-03,2,0.2,2.33,2.54,
62-03,2,0.2,2.30,2.46,
62-03,2,0.2,2.37,2.41,
62-04,2,0.2,2.97,2.60,
62-04,2,0.2,2.73,2.64,
62-04,2,0.2,2.53,2.54,
62-04,2,0.2,2.77,2.74,
78-01,2,0.2,3.01,3.02,
78-01,2,0.2,2.36,2.47,
78-01,2,0.2,2.44,2.45,
78-01,2,0.2,2.20,2.22,
78-02,2,0.2,3.24,3.42,
78-02,2,0.2,3.00,2.94,
78-02,2,0.2,2.69,2.90,
78-02,2,0.2,3.09,3.06,
78-05,2,0.2,3.28,3.15,
78-05,2,0.2,3.09,3.03,
78-05,2,0.2,3.29,3.35,
78-05,2,0.2,3.14,3.18,
S-01,2,0.2,2.30,2.33,
S-01,2,0.2,1.97,1.91,
S-01,2,0.2,2.37,2.43,
S-01,2,0.2,2.20,2.32,
H-01,2,0.2,3.48,3.39,
H-01,2,0.2,3.36,3.38,
H-01,2,0.2,2.80,2.73,
H-01,2,0.2,3.15,3.16,
H-03,2,0.2,1.90,1.69,
H-03,2,0.2,2.68,2.91,
H-03,2,0.2,2.84,2.68,
H-03,2,0.2,2.97,2.88,
H-04,2,0.2,2.74,2.60,
H-04,2,0.2,2.56,2.45,
H-04,2,0.2,1.89,1.98,
H-04,2,0.2,2.21,2.09,
I-20,2,0.2,1.94,1.96,
I-20,2,0.2,1.93,1.86,
I-20,2,0.2,1.96,1.92,
I-20,2,0.2,1.76,1.84,
419,2,0.2,2.77,2.57,
419,2,0.2,2.66,2.62,
419,2,0.2,2.76,2.66,
419,2,0.2,2.92,2.57,
413,2,0.2,2.86,2.78,
413,2,0.2,2.96,2.88,
413,2,0.2,2.82,2.73,
413,2,0.2,3.04,2.98,
W212,2,0.2,2.42,2.53,
W212,2,0.2,2.16,1.98,
W212,2,0.2,2.21,2.21,
W212,2,0.2,2.50,2.62,
318,2,0.2,2.98,3.11,
318,2,0.2,2.84,2.76,
318,2,0.2,3.12,2.92,
318,2,0.2,2.90,2.88,
1025,2,0.2,3.33,3.34,
1025,2,0.2,3.18,3.33,
1025,2,0.2,3.24,3.16,
1025,2,0.2,3.42,3.29,
1026,2,0.2,3.25,3.19,
1026,2,0.2,3.03,3.24,
1026,2,0.2,2.90,2.92,
1026,2,0.2,3.06,3.21,
1027,2,0.2,3.10,3.17,
1027,2,0.2,3.13,2.91,
1027,2,0.2,2.66,2.70,
1027,2,0.2,2.99,3.15,
1029,2,0.2,3.42,3.33,
1029,2,0.2,3.27,3.36,
1029,2,0.2,3.30,3.33,
1029,2,0.2,3.44,3.59,
1032,2,0.2,2.16,2.13,
1032,2,0.2,1.27,1.46,
1032,2,0.2,1.98,1.72,
1032,2,0.2,1.80,1.91,
1033,2,0.2,3.38,3.40,
1033,2,0.2,3.41,3.38,
1033,2,0.2,3.34,3.31,
1033,2,0.2,3.61,3.55,
1,2,0.8,1.99,1.79,
1,2,0.8,1.89,1.96,
1,2,0.8,1.96,1.80,
1,2,0.8,2.16,2.08,
8,2,0.8,1.32,1.23,
8,2,0.8,1.19,1.13,
8,2,0.8,1.24,1.31,
8,2,0.8,1.40,1.30,
12B,2,0.8,1.84,1.80,
12B,2,0.8,1.63,1.54,
12B,2,0.8,1.48,1.38,
12B,2,0.8,1.63,1.58,
20,2,0.8,1.66,1.44,
20,2,0.8,1.59,1.95,
20,2,0.8,1.63,1.47,
20,2,0.8,1.63,1.56,
21,2,0.8,1.55,1.44,
21,2,0.8,1.40,1.19,
21,2,0.8,1.56,1.55,
21,2,0.8,1.32,1.48,
74SS1,2,0.8,1.18,1.26,
74SS1,2,0.8,1.20,1.28,
74SS1,2,0.8,1.53,1.43,
74SS1,2,0.8,1.27,1.42,
87,2,0.8,0.30,0.30,
87,2,0.8,1.01,0.98,
87,2,0.8,0.98,1.05,
87,2,0.8,1.06,0.98,
118,2,0.8,1.12,1.10,
118,2,0.8,1.05,1.11,
118,2,0.8,,,
118,2,0.8,1.12,1.09,
123,2,0.8,1.60,1.70,
123,2,0.8,1.66,1.68,
123,2,0.8,1.63,1.53,
123,2,0.8,1.79,1.65,
129,2,0.8,2.04,2.16,
129,2,0.8,2.08,2.04,
129,2,0.8,1.82,1.74,
129,2,0.8,1.98,1.95,
449,2,0.8,2.12,1.94,
449,2,0.8,1.95,2.18,
449,2,0.8,2.02,2.28,
449,2,0.8,2.22,2.28,
461,2,0.8,2.04,1.87,
461,2,0.8,1.79,1.61,
461,2,0.8,1.90,1.82,
461,2,0.8,1.99,1.89,
467,2,0.8,2.16,2.11,
467,2,0.8,2.00,2.04,
467,2,0.8,2.05,2.14,
467,2,0.8,2.16,2.17,
475,2,0.8,2.05,2.08,
475,2,0.8,2.07,2.04,
475,2,0.8,2.02,2.33,
475,2,0.8,2.45,2.36,
558,2,0.8,1.65,1.74,
558,2,0.8,2.07,1.82,
558,2,0.8,2.07,1.90,
558,2,0.8,2.53,2.54,
564,2,0.8,2.43,2.81,
564,2,0.8,2.49,2.37,
564,2,0.8,2.47,2.35,
564,2,0.8,2.48,2.40,
568,2,0.8,2.00,2.19,
568,2,0.8,2.04,2.13,
568,2,0.8,1.92,1.88,
568,2,0.8,2.09,1.94,
581,2,0.8,2.66,2.40,
581,2,0.8,2.43,2.47,
581,2,0.8,2.48,2.58,
581,2,0.8,2.90,2.80,
645,2,0.8,1.77,1.99,
645,2,0.8,1.91,1.71,
645,2,0.8,1.73,1.60,
645,2,0.8,1.86,1.89,
667,2,0.8,2.17,1.90,
667,2,0.8,1.78,1.73,
667,2,0.8,1.88,1.93,
667,2,0.8,1.98,2.12,
800,2,0.8,,,
800,2,0.8,,,
800,2,0.8,,,
800,2,0.8,,,
62-02,2,0.8,1.61,1.72,
62-02,2,0.8,1.76,1.69,
62-02,2,0.8,1.50,1.62,
62-02,2,0.8,1.73,1.66,
62-03,2,0.8,1.45,1.45,
62-03,2,0.8,1.02,1.22,
62-03,2,0.8,1.12,1.31,
62-03,2,0.8,1.35,1.49,
62-04,2,0.8,1.82,2.01,
62-04,2,0.8,2.04,2.01,
62-04,2,0.8,2.01,2.12,
62-04,2,0.8,2.21,2.03,
78-01,2,0.8,1.67,1.73,
78-01,2,0.8,1.59,1.53,
78-01,2,0.8,1.44,1.38,
78-01,2,0.8,1.52,1.49,
78-02,2,0.8,2.10,2.10,
78-02,2,0.8,2.11,2.11,
78-02,2,0.8,1.93,2.09,
78-02,2,0.8,2.14,2.19,
78-05,2,0.8,2.36,2.23,
78-05,2,0.8,2.22,2.19,
78-05,2,0.8,2.17,2.28,
78-05,2,0.8,2.32,2.30,
S-01,2,0.8,1.52,1.51,
S-01,2,0.8,1.06,1.22,
S-01,2,0.8,1.44,1.52,
S-01,2,0.8,1.81,1.62,
H-01,2,0.8,2.16,2.31,
H-01,2,0.8,2.19,2.26,
H-01,2,0.8,2.00,2.12,
H-01,2,0.8,2.27,2.14,
H-03,2,0.8,1.42,1.45,
H-03,2,0.8,1.68,1.86,
H-03,2,0.8,1.78,1.78,
H-03,2,0.8,1.82,1.77,
H-04,2,0.8,1.76,1.71,
H-04,2,0.8,1.29,1.01,
H-04,2,0.8,1.17,1.35,
H-04,2,0.8,1.40,1.56,
I-20,2,0.8,0.40,0.40,
I-20,2,0.8,0.00,0.00,
I-20,2,0.8,1.28,1.22,
I-20,2,0.8,1.24,1.10,
419,2,0.8,1.92,1.90,
419,2,0.8,1.87,1.96,
419,2,0.8,1.85,1.82,
419,2,0.8,1.88,1.84,
413,2,0.8,2.09,2.20,
413,2,0.8,1.89,2.21,
413,2,0.8,1.96,2.04,
413,2,0.8,2.03,2.23,
W212,2,0.8,1.89,2.06,
W212,2,0.8,0.90,0.64,
W212,2,0.8,1.15,1.16,
W212,2,0.8,1.31,1.14,
318,2,0.8,1.76,1.76,
318,2,0.8,1.63,1.68,
318,2,0.8,1.84,1.85,
318,2,0.8,1.89,1.81,
1025,2,0.8,2.23,2.34,
1025,2,0.8,2.08,2.21,
1025,2,0.8,2.00,2.11,
1025,2,0.8,2.36,2.22,
1026,2,0.8,2.17,1.99,
1026,2,0.8,2.13,2.11,
1026,2,0.8,2.05,2.01,
1026,2,0.8,2.22,2.00,
1027,2,0.8,2.24,2.12,
1027,2,0.8,2.23,2.17,
1027,2,0.8,2.18,2.00,
1027,2,0.8,2.04,2.17,
1029,2,0.8,2.18,2.26,
1029,2,0.8,2.07,2.07,
1029,2,0.8,2.38,2.36,
1029,2,0.8,2.18,2.22,
1032,2,0.8,1.23,1.36,
1032,2,0.8,1.53,1.28,
1032,2,0.8,1.21,1.17,
1032,2,0.8,1.12,1.15,
1033,2,0.8,2.21,2.22,
1033,2,0.8,2.30,2.14,
1033,2,0.8,2.29,2.34,
1033,2,0.8,2.35,2.29,