ID,experimental_replicate,dose,ecuatorial,polar,,,,,,,,,,
118,2,0.01,3.94,3.79,,,,,,,,,,
118,2,0.01,3.56,3.97,,,,,,,,,,
118,2,0.01,3.94,3.94,,,,,,,,,,
129,2,0.01,3.37,2.86,,,,,,,,,,
129,2,0.01,4.34,4.35,,,,,,,,,,
129,2,0.01,3.73,3.57,,,,,,,,,,
129,2,0.01,3.52,3.56,,,,,,,,,,
449,2,0.01,3.67,3.48,,,,,,,,,,
449,2,0.01,4.62,4.62,,,,,,,,,,
449,2,0.01,4.06,4.16,,,,,,,,,,
449,2,0.01,3.68,3.84,,,,,,,,,,
461,2,0.01,2.72,2.48,,,,,,,,,,
461,2,0.01,3.63,3.06,,,,,,,,,,
461,2,0.01,3.21,2.94,,,,,,,,,,
461,2,0.01,3.45,3.24,,,,,,,,,,
467,2,0.01,3.60,3.87,,,,,,,,,,
467,2,0.01,4.25,4.25,,,,,,,,,,
467,2,0.01,4.23,4.05,,,,,,,,,,
467,2,0.01,3.60,3.83,,,,,,,,,,
475,2,0.01,3.27,3.11,,,,,,,,,,
475,2,0.01,4.28,4.43,,,,,,,,,,
475,2,0.01,3.89,3.79,,,,,,,,,,
475,2,0.01,3.90,4.09,,,,,,,,,,
558,2,0.01,3.92,3.75,,,,,,,,,,
558,2,0.01,4.12,4.25,,,,,,,,,,
558,2,0.01,4.07,4.13,,,,,,,,,,
558,2,0.01,4.28,4.22,,,,,,,,,,
564,2,0.01,3.76,3.81,,,,,,,,,,
564,2,0.01,3.60,4.11,,,,,,,,,,
564,2,0.01,3.07,3.44,,,,,,,,,,
564,2,0.01,4.34,3.86,,,,,,,,,,
568,2,0.01,3.15,2.84,,,,,,,,,,
568,2,0.01,3.99,3.89,,,,,,,,,,
568,2,0.01,3.66,3.58,,,,,,,,,,
568,2,0.01,3.28,3.25,,,,,,,,,,
581,2,0.01,3.76,3.71,,,,,,,,,,
581,2,0.01,4.80,4.68,,,,,,,,,,
581,2,0.01,4.59,4.61,,,,,,,,,,
581,2,0.01,4.53,4.50,,,,,,,,,,
645,2,0.01,3.75,3.75,,,,,,,,,,
645,2,0.01,3.90,4.02,,,,,,,,,,
645,2,0.01,3.90,3.92,,,,,,,,,,
645,2,0.01,3.70,3.79,,,,,,,,,,
667,2,0.01,3.14,3.51,,,,,,,,,,
667,2,0.01,4.05,4.39,,,,,,,,,,
667,2,0.01,3.96,4.04,,,,,,,,,,
667,2,0.01,3.90,3.75,,,,,,,,,,
800,2,0.01,3.47,5.59,,,,,,,,,,
800,2,0.01,4.05,4.04,,,,,,,,,,
800,2,0.01,3.91,4.11,,,,,,,,,,
800,2,0.01,4.20,4.13,,,,,,,,,,
62-02,2,0.01,2.89,2.88,,,,,,,,,,
62-02,2,0.01,4.62,4.20,,,,,,,,,,
62-02,2,0.01,4.14,4.07,,,,,,,,,,
62-02,2,0.01,3.75,3.43,,,,,,,,,,
62-03,2,0.01,3.55,4.00,,,,,,,,,,
62-03,2,0.01,4.39,4.22,,,,,,,,,,
62-03,2,0.01,3.95,3.52,,,,,,,,,,
62-03,2,0.01,4.13,4.10,,,,,,,,,,
62-04,2,0.01,1.70,2.01,,,,,,,,,,
62-04,2,0.01,2.91,2.91,,,,,,,,,,
62-04,2,0.01,1.58,1.20,,,,,,,,,,
62-04,2,0.01,1.84,1.47,,,,,,,,,,
78-01,2,0.01,0.00,0.00,,,,,,,,,,
78-01,2,0.01,0.00,0.00,,,,,,,,,,
78-01,2,0.01,1.68,1.81,,,,,,,,,,
78-01,2,0.01,0.00,0.00,,,,,,,,,,
78-02,2,0.01,1.58,1.69,,,,,,,,,,
78-02,2,0.01,3.48,3.66,,,,,,,,,,
78-02,2,0.01,3.74,3.54,,,,,,,,,,
78-02,2,0.01,3.42,3.00,,,,,,,,,,
78-05,2,0.01,3.22,3.11,,,,,,,,,,
78-05,2,0.01,3.73,3.61,,,,,,,,,,
78-05,2,0.01,3.41,3.75,,,,,,,,,,
78-05,2,0.01,3.37,3.22,,,,,,,,,,
S-01,2,0.01,3.24,3.19,,,,,,,,,,
S-01,2,0.01,3.36,3.80,,,,,,,,,,
S-01,2,0.01,3.99,3.89,,,,,,,,,,
S-01,2,0.01,3.22,3.46,,,,,,,,,,
H-01,2,0.01,2.74,2.78,,,,,,,,,,
H-01,2,0.01,4.30,4.33,,,,,,,,,,
H-01,2,0.01,3.77,3.81,,,,,,,,,,
H-01,2,0.01,3.68,3.84,,,,,,,,,,
H-03,2,0.01,4.15,4.06,,,,,,,,,,
H-03,2,0.01,3.91,4.06,,,,,,,,,,
H-03,2,0.01,4.04,4.01,,,,,,,,,,
H-03,2,0.01,4.10,4.15,,,,,,,,,,
H-04,2,0.01,0.00,0.00,,,,,,,,,,
H-04,2,0.01,2.88,3.31,,,,,,,,,,
H-04,2,0.01,2.31,2.24,,,,,,,,,,
H-04,2,0.01,3.00,3.11,,,,,,,,,,
I-20,2,0.01,1.98,2.31,,,,,,,,,,
I-20,2,0.01,4.10,4.21,,,,,,,,,,
I-20,2,0.01,2.79,2.58,,,,,,,,,,
I-20,2,0.01,2.06,1.81,,,,,,,,,,
419,2,0.01,0.00,0.00,,,,,,,,,,
419,2,0.01,3.95,3.65,,,,,,,,,,
419,2,0.01,3.57,3.49,,,,,,,,,,
419,2,0.01,3.10,3.19,,,,,,,,,,
413,2,0.01,0.00,0.00,,,,,,,,,,
413,2,0.01,3.71,3.39,,,,,,,,,,
413,2,0.01,1.49,1.28,,,,,,,,,,
413,2,0.01,2.10,2.58,,,,,,,,,,
W212,2,0.01,3.61,3.57,,,,,,,,,,
W212,2,0.01,4.58,4.31,,,,,,,,,,
W212,2,0.01,4.46,4.15,,,,,,,,,,
W212,2,0.01,4.13,4.41,,,,,,,,,,
318,2,0.01,3.52,3.24,,,,,,,,,,
318,2,0.01,4.82,4.37,,,,,,,,,,
318,2,0.01,4.14,3.93,,,,,,,,,,
318,2,0.01,3.90,3.82,,,,,,,,,,
1025,2,0.01,2.65,2.92,,,,,,,,,,
1025,2,0.01,3.87,3.87,,,,,,,,,,
1025,2,0.01,2.02,2.29,,,,,,,,,,
1025,2,0.01,0.00,0.00,,,,,,,,,,
1026,2,0.01,3.55,3.59,,,,,,,,,,
1026,2,0.01,3.47,3.28,,,,,,,,,,
1026,2,0.01,4.05,3.96,,,,,,,,,,
1026,2,0.01,3.77,3.82,,,,,,,,,,
1027,2,0.01,3.09,2.99,,,,,,,,,,
1027,2,0.01,4.12,3.91,,,,,,,,,,
1027,2,0.01,3.59,3.85,,,,,,,,,,
1027,2,0.01,3.62,3.76,,,,,,,,,,
1029,2,0.01,3.47,3.73,,,,,,,,,,
1029,2,0.01,4.30,4.43,,,,,,,,,,
1029,2,0.01,4.35,4.05,,,,,,,,,,
1029,2,0.01,4.21,4.10,,,,,,,,,,
1032,2,0.01,3.46,3.67,,,,,,,,,,
1032,2,0.01,4.16,4.44,,,,,,,,,,
1032,2,0.01,3.75,3.98,,,,,,,,,,
1032,2,0.01,3.85,3.77,,,,,,,,,,
1033,2,0.01,3.43,3.47,,,,,,,,,,
1033,2,0.01,4.05,4.67,,,,,,,,,,
1033,2,0.01,4.05,3.57,,,,,,,,,,
1033,2,0.01,3.47,3.21,,,,,,,,,,
1,2,0.02,2.33,2.38,,,,,,,,,,
1,2,0.02,2.47,2.56,,,,,,,,,,
1,2,0.02,2.79,2.65,,,,,,,,,,
1,2,0.02,2.73,2.57,,,,,,,,,,
8,2,0.02,3.03,3.14,,,,,,,,,,
8,2,0.02,2.66,2.89,,,,,,,,,,
8,2,0.02,2.80,2.61,,,,,,,,,,
8,2,0.02,3.09,2.87,,,,,,,,,,
12B,2,0.02,2.62,2.38,,,,,,,,,,
12B,2,0.02,2.56,2.52,,,,,,,,,,
12B,2,0.02,3.02,2.83,,,,,,,,,,
12B,2,0.02,3.20,2.87,,,,,,,,,,
20,2,0.02,2.94,2.43,,,,,,,,,,
20,2,0.02,1.81,1.87,,,,,,,,,,
20,2,0.02,2.60,2.18,,,,,,,,,,
20,2,0.02,2.73,2.73,,,,,,,,,,
123,2,0.02,2.91,2.70,,,,,,,,,,
123,2,0.02,2.79,2.73,,,,,,,,,,
123,2,0.02,2.84,2.43,,,,,,,,,,
123,2,0.02,2.75,2.48,,,,,,,,,,
21,2,0.02,1.71,1.49,,,,,,,,,,
21,2,0.02,1.78,1.64,,,,,,,,,,
21,2,0.02,0.95,0.56,,,,,,,,,,
21,2,0.02,1.70,1.56,,,,,,,,,,
74SS1,2,0.02,2.54,2.54,,,,,,,,,,
74SS1,2,0.02,0.00,0.00,,,,,,,,,,
74SS1,2,0.02,0.00,0.00,,,,,,,,,,
74SS1,2,0.02,0.00,0.00,,,,,,,,,,
87,2,0.02,0.00,0.00,,,,,,,,,,
87,2,0.02,0.00,0.00,,,,,,,,,,
87,2,0.02,1.22,1.26,,,,,,,,,,
87,2,0.02,0.00,0.00,,,,,,,,,,
118,2,0.02,2.35,2.46,,,,,,,,,,
118,2,0.02,2.22,2.32,,,,,,,,,,
118,2,0.02,2.39,2.86,,,,,,,,,,
118,2,0.02,2.50,2.50,,,,,,,,,,
129,2,0.02,2.47,2.47,,,,,,,,,,
129,2,0.02,2.38,2.59,,,,,,,,,,
129,2,0.02,2.43,2.21,,,,,,,,,,
129,2,0.02,2.33,2.39,,,,,,,,,,
449,2,0.02,3.16,3.11,,,,,,,,,,
449,2,0.02,3.26,3.10,,,,,,,,,,
449,2,0.02,2.60,2.69,,,,,,,,,,
449,2,0.02,1.71,1.37,,,,,,,,,,
461,2,0.02,1.85,1.75,,,,,,,,,,
461,2,0.02,2.35,2.10,,,,,,,,,,
461,2,0.02,2.23,2.15,,,,,,,,,,
461,2,0.02,2.30,2.17,,,,,,,,,,
467,2,0.02,2.96,2.92,,,,,,,,,,
467,2,0.02,2.89,3.24,,,,,,,,,,
467,2,0.02,3.39,3.27,,,,,,,,,,
467,2,0.02,3.31,3.04,,,,,,,,,,
475,2,0.02,2.56,2.38,,,,,,,,,,
475,2,0.02,2.37,2.49,,,,,,,,,,
475,2,0.02,2.31,2.17,,,,,,,,,,
475,2,0.02,2.31,2.31,,,,,,,,,,
558,2,0.02,3.19,3.43,,,,,,,,,,
558,2,0.02,2.97,2.88,,,,,,,,,,
558,2,0.02,2.87,3.05,,,,,,,,,,
558,2,0.02,3.21,3.19,,,,,,,,,,
564,2,0.02,1.98,1.90,,,,,,,,,,
564,2,0.02,0.00,0.00,,,,,,,,,,
564,2,0.02,2.71,2.50,,,,,,,,,,
564,2,0.02,2.26,2.50,,,,,,,,,,
568,2,0.02,2.06,2.22,,,,,,,,,,
568,2,0.02,2.92,2.91,,,,,,,,,,
568,2,0.02,2.55,2.55,,,,,,,,,,
568,2,0.02,2.93,2.94,,,,,,,,,,
581,2,0.02,3.66,3.72,,,,,,,,,,
581,2,0.02,3.58,3.53,,,,,,,,,,
581,2,0.02,3.36,3.60,,,,,,,,,,
581,2,0.02,3.23,3.38,,,,,,,,,,
645,2,0.02,3.39,3.14,,,,,,,,,,
645,2,0.02,3.32,3.10,,,,,,,,,,
645,2,0.02,3.06,2.97,,,,,,,,,,
645,2,0.02,3.16,3.26,,,,,,,,,,
667,2,0.02,3.05,3.01,,,,,,,,,,
667,2,0.02,2.88,3.03,,,,,,,,,,
667,2,0.02,2.88,3.19,,,,,,,,,,
667,2,0.02,3.07,3.03,,,,,,,,,,
800,2,0.02,2.22,2.17,,,,,,,,,,
800,2,0.02,2.12,2.08,,,,,,,,,,
800,2,0.02,2.36,2.02,,,,,,,,,,
800,2,0.02,2.60,2.83,,,,,,,,,,
62-02,2,0.02,2.17,2.58,,,,,,,,,,
62-02,2,0.02,3.02,2.72,,,,,,,,,,
62-02,2,0.02,3.13,2.65,,,,,,,,,,
62-02,2,0.02,2.54,2.87,,,,,,,,,,
62-03,2,0.02,3.35,3.63,,,,,,,,,,
62-03,2,0.02,2.78,2.88,,,,,,,,,,
62-03,2,0.02,2.80,3.27,,,,,,,,,,
62-03,2,0.02,2.92,2.59,,,,,,,,,,
62-04,2,0.02,2.51,2.36,,,,,,,,,,
62-04,2,0.02,0.00,0.00,,,,,,,,,,
62-04,2,0.02,0.00,0.00,,,,,,,,,,
62-04,2,0.02,0.00,0.00,,,,,,,,,,
78-01,2,0.02,0.00,0.00,,,,,,,,,,
78-01,2,0.02,1.04,1.04,,,,,,,,,,
78-01,2,0.02,0.00,0.00,,,,,,,,,,
78-01,2,0.02,0.00,0.00,,,,,,,,,,
78-02,2,0.02,1.66,1.66,,,,,,,,,,
78-02,2,0.02,2.73,2.93,,,,,,,,,,
78-02,2,0.02,2.90,2.64,,,,,,,,,,
78-02,2,0.02,0.00,0.00,,,,,,,,,,
78-05,2,0.02,2.36,2.49,,,,,,,,,,
78-05,2,0.02,2.37,2.63,,,,,,,,,,
78-05,2,0.02,2.43,2.55,,,,,,,,,,
78-05,2,0.02,2.49,2.52,,,,,,,,,,
S-01,2,0.02,2.04,1.85,,,,,,,,,,
S-01,2,0.02,1.85,2.10,,,,,,,,,,
S-01,2,0.02,2.80,2.47,,,,,,,,,,
S-01,2,0.02,1.96,2.08,,,,,,,,,,
H-01,2,0.02,2.08,2.30,,,,,,,,,,
H-01,2,0.02,2.20,1.97,,,,,,,,,,
H-01,2,0.02,2.38,2.40,,,,,,,,,,
H-01,2,0.02,2.55,2.51,,,,,,,,,,
H-03,2,0.02,3.17,3.26,,,,,,,,,,
H-03,2,0.02,1.98,2.20,,,,,,,,,,
H-03,2,0.02,2.72,2.53,,,,,,,,,,
H-03,2,0.02,2.97,2.69,,,,,,,,,,
H-04,2,0.02,0.00,0.00,,,,,,,,,,
H-04,2,0.02,0.00,0.00,,,,,,,,,,
H-04,2,0.02,0.00,0.00,,,,,,,,,,
H-04,2,0.02,0.00,0.00,,,,,,,,,,
I-20,2,0.02,0.00,0.00,,,,,,,,,,
I-20,2,0.02,0.00,0.00,,,,,,,,,,
I-20,2,0.02,2.99,3.31,,,,,,,,,,
I-20,2,0.02,0.00,0.00,,,,,,,,,,
419,2,0.02,0.99,1.06,,,,,,,,,,
419,2,0.02,2.44,2.36,,,,,,,,,,
419,2,0.02,2.22,2.12,,,,,,,,,,
419,2,0.02,0.68,0.83,,,,,,,,,,
413,2,0.02,0.00,0.00,,,,,,,,,,
413,2,0.02,1.39,1.35,,,,,,,,,,
413,2,0.02,1.30,1.84,,,,,,,,,,
413,2,0.02,0.00,0.00,,,,,,,,,,
W212,2,0.02,2.55,2.71,,,,,,,,,,
W212,2,0.02,2.49,2.38,,,,,,,,,,
W212,2,0.02,3.07,3.10,,,,,,,,,,
W212,2,0.02,2.67,2.86,,,,,,,,,,
318,2,0.02,2.33,2.25,,,,,,,,,,
318,2,0.02,2.78,2.75,,,,,,,,,,
318,2,0.02,2.81,2.78,,,,,,,,,,
318,2,0.02,2.18,2.42,,,,,,,,,,
1025,2,0.02,1.66,1.87,,,,,,,,,,
1025,2,0.02,0.69,1.04,,,,,,,,,,
1025,2,0.02,1.53,1.35,,,,,,,,,,
1025,2,0.02,0.00,0.00,,,,,,,,,,
1026,2,0.02,3.12,3.05,,,,,,,,,,
1026,2,0.02,0.00,0.00,,,,,,,,,,
1026,2,0.02,2.32,2.10,,,,,,,,,,
1026,2,0.02,2.00,1.97,,,,,,,,,,
1027,2,0.02,2.42,2.66,,,,,,,,,,
1027,2,0.02,2.28,2.09,,,,,,,,,,
1027,2,0.02,2.55,2.53,,,,,,,,,,
1027,2,0.02,2.10,2.44,,,,,,,,,,
1029,2,0.02,3.11,2.86,,,,,,,,,,
1029,2,0.02,2.39,2.58,,,,,,,,,,
1029,2,0.02,2.85,2.82,,,,,,,,,,
1029,2,0.02,3.02,3.08,,,,,,,,,,
1032,2,0.02,2.41,2.86,,,,,,,,,,
1032,2,0.02,2.44,2.32,,,,,,,,,,
1032,2,0.02,2.06,2.13,,,,,,,,,,
1032,2,0.02,1.92,1.94,,,,,,,,,,
1033,2,0.02,2.64,2.28,,,,,,,,,,
1033,2,0.02,2.41,2.47,,,,,,,,,,
1033,2,0.02,2.81,2.67,,,,,,,,,,
1033,2,0.02,1.79,1.75,,,,,,,,,,
1,2,0.04,1.27,1.19,,,,,,,,,,
1,2,0.04,1.98,2.19,,,,,,,,,,
1,2,0.04,1.76,1.95,,,,,,,,,,
1,2,0.04,1.81,1.83,,,,,,,,,,
8,2,0.04,2.27,2.37,,,,,,,,,,
8,2,0.04,2.25,2.30,,,,,,,,,,
8,2,0.04,1.69,2.18,,,,,,,,,,
8,2,0.04,1.67,1.82,,,,,,,,,,
12B,2,0.04,1.94,1.52,,,,,,,,,,
12B,2,0.04,1.87,1.63,,,,,,,,,,
12B,2,0.04,1.67,1.90,,,,,,,,,,
12B,2,0.04,1.90,1.90,,,,,,,,,,
20,2,0.04,1.17,1.04,,,,,,,,,,
20,2,0.04,1.11,1.01,,,,,,,,,,
20,2,0.04,1.41,1.37,,,,,,,,,,
20,2,0.04,1.37,1.37,,,,,,,,,,
123,2,0.04,1.71,1.53,,,,,,,,,,
123,2,0.04,1.41,1.28,,,,,,,,,,
123,2,0.04,1.72,1.58,,,,,,,,,,
123,2,0.04,1.07,0.98,,,,,,,,,,
21,2,0.04,1.43,1.53,,,,,,,,,,
21,2,0.04,1.23,1.39,,,,,,,,,,
21,2,0.04,0.00,0.00,,,,,,,,,,
21,2,0.04,0.00,0.00,,,,,,,,,,
74SS1,2,0.04,1.24,1.24,,,,,,,,,,
74SS1,2,0.04,0,0,,,,,,,,,,
74SS1,2,0.04,0.00,0.00,,,,,,,,,,
74SS1,2,0.04,0.00,0.00,,,,,,,,,,
87,2,0.04,0.00,0.00,,,,,,,,,,
87,2,0.04,0.30,0.30,,,,,,,,,,
87,2,0.04,0.00,0.00,,,,,,,,,,
87,2,0.04,0.00,0.00,,,,,,,,,,
118,2,0.04,1.78,1.77,,,,,,,,,,
118,2,0.04,1.71,1.48,,,,,,,,,,
118,2,0.04,1.64,1.77,,,,,,,,,,
118,2,0.04,1.39,1.31,,,,,,,,,,
129,2,0.04,0.90,1.33,,,,,,,,,,
129,2,0.04,1.44,1.36,,,,,,,,,,
129,2,0.04,1.37,1.11,,,,,,,,,,
129,2,0.04,1.45,1.45,,,,,,,,,,
449,2,0.04,1.98,1.69,,,,,,,,,,
449,2,0.04,1.88,2.12,,,,,,,,,,
449,2,0.04,1.82,1.87,,,,,,,,,,
449,2,0.04,1.52,1.73,,,,,,,,,,
461,2,0.04,1.54,1.62,,,,,,,,,,
461,2,0.04,1.64,1.71,,,,,,,,,,
461,2,0.04,1.42,1.36,,,,,,,,,,
461,2,0.04,1.42,1.25,,,,,,,,,,
467,2,0.04,1.83,1.92,,,,,,,,,,
467,2,0.04,2.30,2.38,,,,,,,,,,
467,2,0.04,2.13,2.08,,,,,,,,,,
467,2,0.04,1.75,1.53,,,,,,,,,,
475,2,0.04,1.03,1.18,,,,,,,,,,
475,2,0.04,1.42,1.37,,,,,,,,,,
475,2,0.04,1.26,1.32,,,,,,,,,,
475,2,0.04,1.13,0.96,,,,,,,,,,
558,2,0.04,1.44,1.60,,,,,,,,,,
558,2,0.04,2.44,2.53,,,,,,,,,,
558,2,0.04,2.67,2.66,,,,,,,,,,
558,2,0.04,2.57,2.73,,,,,,,,,,
564,2,0.04,0.00,0.00,,,,,,,,,,
564,2,0.04,0.00,0.00,,,,,,,,,,
564,2,0.04,2.09,2.05,,,,,,,,,,
564,2,0.04,1.99,1.64,,,,,,,,,,
568,2,0.04,1.65,1.71,,,,,,,,,,
568,2,0.04,2.04,2.01,,,,,,,,,,
568,2,0.04,1.80,1.82,,,,,,,,,,
568,2,0.04,1.75,1.46,,,,,,,,,,
581,2,0.04,2.56,2.50,,,,,,,,,,
581,2,0.04,2.41,2.58,,,,,,,,,,
581,2,0.04,2.52,2.46,,,,,,,,,,
581,2,0.04,2.35,2.44,,,,,,,,,,
645,2,0.04,1.99,2.10,,,,,,,,,,
645,2,0.04,2.17,2.27,,,,,,,,,,
645,2,0.04,2.26,2.19,,,,,,,,,,
645,2,0.04,2.13,1.97,,,,,,,,,,
667,2,0.04,2.25,2.24,,,,,,,,,,
667,2,0.04,2.34,2.41,,,,,,,,,,
667,2,0.04,2.54,2.24,,,,,,,,,,
667,2,0.04,2.16,2.29,,,,,,,,,,
800,2,0.04,1.31,1.39,,,,,,,,,,
800,2,0.04,1.47,1.40,,,,,,,,,,
800,2,0.04,1.41,1.43,,,,,,,,,,
800,2,0.04,1.54,1.23,,,,,,,,,,
62-02,2,0.04,1.66,1.77,,,,,,,,,,
62-02,2,0.04,2.03,1.84,,,,,,,,,,
62-02,2,0.04,0.37,0.67,,,,,,,,,,
62-02,2,0.04,1.17,1.12,,,,,,,,,,
62-03,2,0.04,2.23,2.37,,,,,,,,,,
62-03,2,0.04,2.26,2.24,,,,,,,,,,
62-03,2,0.04,2.24,2.17,,,,,,,,,,
62-03,2,0.04,2.23,2.07,,,,,,,,,,
62-04,2,0.04,1.62,1.62,,,,,,,,,,
62-04,2,0.04,0.00,0.00,,,,,,,,,,
62-04,2,0.04,0.00,0.00,,,,,,,,,,
62-04,2,0.04,0.00,0.00,,,,,,,,,,
78-01,2,0.04,0.00,0.00,,,,,,,,,,
78-01,2,0.04,0.00,0.00,,,,,,,,,,
78-01,2,0.04,0.00,0.00,,,,,,,,,,
78-01,2,0.04,0.00,0.00,,,,,,,,,,
78-02,2,0.04,0.00,0.00,,,,,,,,,,
