ID,experimental_replicate,dose,ecuatorial,polar,,,,,,,,,,
78-02,2,0.04,1.61,1.89,,,,,,,,,,
78-02,2,0.04,1.46,1.70,,,,,,,,,,
78-02,2,0.04,0.15,0.15,,,,,,,,,,
78-05,2,0.04,1.39,1.20,,,,,,,,,,
78-05,2,0.04,1.62,1.80,,,,,,,,,,
78-05,2,0.04,1.69,1.46,,,,,,,,,,
78-05,2,0.04,1.33,1.19,,,,,,,,,,
S-01,2,0.04,1.12,1.12,,,,,,,,,,
S-01,2,0.04,1.27,1.14,,,,,,,,,,
S-01,2,0.04,1.63,1.54,,,,,,,,,,
S-01,2,0.04,1.32,1.32,,,,,,,,,,
H-01,2,0.04,0.82,0.75,,,,,,,,,,
H-01,2,0.04,1.22,1.40,,,,,,,,,,
H-01,2,0.04,1.25,1.25,,,,,,,,,,
H-01,2,0.04,1.16,1.06,,,,,,,,,,
H-03,2,0.04,2.69,2.79,,,,,,,,,,
H-03,2,0.04,2.32,1.95,,,,,,,,,,
H-03,2,0.04,0.00,0.00,,,,,,,,,,
H-03,2,0.04,1.23,1.21,,,,,,,,,,
H-04,2,0.04,0.00,0.00,,,,,,,,,,
H-04,2,0.04,0.00,0.00,,,,,,,,,,
H-04,2,0.04,0.00,0.00,,,,,,,,,,
H-04,2,0.04,0.00,0.00,,,,,,,,,,
I-20,2,0.04,0.00,0.00,,,,,,,,,,
I-20,2,0.04,0.00,0.00,,,,,,,,,,
I-20,2,0.04,0.00,0.00,,,,,,,,,,
I-20,2,0.04,0,0,,,,,,,,,,
419,2,0.04,0.93,1.11,,,,,,,,,,
419,2,0.04,1.08,1.20,,,,,,,,,,
419,2,0.04,1.53,1.57,,,,,,,,,,
419,2,0.04,0.00,0.00,,,,,,,,,,
413,2,0.04,0.85,0.49,,,,,,,,,,
413,2,0.04,0.25,0.25,,,,,,,,,,
413,2,0.04,0.00,0.00,,,,,,,,,,
413,2,0.04,0.00,0.00,,,,,,,,,,
W212,2,0.04,0.88,1.15,,,,,,,,,,
W212,2,0.04,1.42,1.37,,,,,,,,,,
W212,2,0.04,1.79,1.68,,,,,,,,,,
W212,2,0.04,1.33,1.23,,,,,,,,,,
318,2,0.04,1.19,1.30,,,,,,,,,,
318,2,0.04,1.50,1.31,,,,,,,,,,
318,2,0.04,1.23,1.18,,,,,,,,,,
318,2,0.04,1.14,1.33,,,,,,,,,,
1025,2,0.04,0.00,0.00,,,,,,,,,,
1025,2,0.04,0.00,0.00,,,,,,,,,,
1025,2,0.04,1.10,1.10,,,,,,,,,,
1025,2,0.04,0.00,0.00,,,,,,,,,,
1026,2,0.04,1.83,1.89,,,,,,,,,,
1026,2,0.04,0.00,0.00,,,,,,,,,,
1026,2,0.04,0.96,0.80,,,,,,,,,,
1026,2,0.04,1.03,1.11,,,,,,,,,,
1027,2,0.04,1.43,1.43,,,,,,,,,,
1027,2,0.04,1.63,1.53,,,,,,,,,,
1027,2,0.04,1.83,1.95,,,,,,,,,,
1027,2,0.04,1.36,1.24,,,,,,,,,,
1029,2,0.04,1.83,2.02,,,,,,,,,,
1029,2,0.04,1.97,2.10,,,,,,,,,,
1029,2,0.04,2.02,2.05,,,,,,,,,,
1029,2,0.04,1.95,1.79,,,,,,,,,,
1032,2,0.04,1.62,1.49,,,,,,,,,,
1032,2,0.04,0.91,0.88,,,,,,,,,,
1032,2,0.04,1.34,1.11,,,,,,,,,,
1032,2,0.04,1.23,1.08,,,,,,,,,,
1033,2,0.04,2.09,2.12,,,,,,,,,,
1033,2,0.04,2.01,1.96,,,,,,,,,,
1033,2,0.04,1.57,1.83,,,,,,,,,,
1033,2,0.04,1.70,1.77,,,,,,,,,,
1,2,0.06,1.58,1.46,,,,,,,,,,
1,2,0.06,1.59,1.46,,,,,,,,,,
1,2,0.06,1.40,1.53,,,,,,,,,,
1,2,0.06,1.12,1.37,,,,,,,,,,
8,2,0.06,1.44,1.69,,,,,,,,,,
8,2,0.06,1.87,1.73,,,,,,,,,,
8,2,0.06,1.46,1.61,,,,,,,,,,
8,2,0.06,1.91,1.96,,,,,,,,,,
12B,2,0.06,1.19,0.83,,,,,,,,,,
12B,2,0.06,1.58,1.39,,,,,,,,,,
12B,2,0.06,1.33,1.46,,,,,,,,,,
12B,2,0.06,1.25,1.42,,,,,,,,,,
20,2,0.06,0.85,0.69,,,,,,,,,,
20,2,0.06,0.00,0.00,,,,,,,,,,
20,2,0.06,0.00,0.00,,,,,,,,,,
20,2,0.06,0.96,0.91,,,,,,,,,,
123,2,0.06,1.03,0.91,,,,,,,,,,
123,2,0.06,1.37,1.04,,,,,,,,,,
123,2,0.06,0.68,0.89,,,,,,,,,,
123,2,0.06,0.90,0.78,,,,,,,,,,
21,2,0.06,1.04,1.04,,,,,,,,,,
21,2,0.06,0.00,0.00,,,,,,,,,,
21,2,0.06,0.00,0.00,,,,,,,,,,
21,2,0.06,0.00,0.00,,,,,,,,,,
74SS1,2,0.06,0.93,1.09,,,,,,,,,,
74SS1,2,0.06,0.00,0.00,,,,,,,,,,
74SS1,2,0.06,0.00,0.00,,,,,,,,,,
74SS1,2,0.06,0.00,0.00,,,,,,,,,,
87,2,0.06,0.00,0.00,,,,,,,,,,
87,2,0.06,0.10,0.10,,,,,,,,,,
87,2,0.06,0.00,0.00,,,,,,,,,,
87,2,0.06,0.00,0.00,,,,,,,,,,
118,2,0.06,0.88,1.33,,,,,,,,,,
118,2,0.06,1.06,1.08,,,,,,,,,,
118,2,0.06,1.49,1.65,,,,,,,,,,
118,2,0.06,1.23,1.32,,,,,,,,,,
129,2,0.06,0.20,0.20,,,,,,,,,,
129,2,0.06,0.00,0.00,,,,,,,,,,
129,2,0.06,0.89,0.74,,,,,,,,,,
129,2,0.06,0.92,1.03,,,,,,,,,,
449,2,0.06,1.35,1.23,,,,,,,,,,
449,2,0.06,1.94,2.21,,,,,,,,,,
449,2,0.06,2.02,1.70,,,,,,,,,,
449,2,0.06,1.81,1.42,,,,,,,,,,
461,2,0.06,1.01,1.16,,,,,,,,,,
461,2,0.06,1.21,1.45,,,,,,,,,,
461,2,0.06,1.56,1.33,,,,,,,,,,
461,2,0.06,1.17,1.14,,,,,,,,,,
467,2,0.06,1.82,1.75,,,,,,,,,,
467,2,0.06,1.86,1.78,,,,,,,,,,
467,2,0.06,1.65,1.61,,,,,,,,,,
467,2,0.06,1.14,0.98,,,,,,,,,,
475,2,0.06,0.87,0.77,,,,,,,,,,
475,2,0.06,0.35,0.35,,,,,,,,,,
475,2,0.06,0.62,0.74,,,,,,,,,,
475,2,0.06,0.30,0.30,,,,,,,,,,
558,2,0.06,1.15,1.34,,,,,,,,,,
558,2,0.06,0.00,0.00,,,,,,,,,,
558,2,0.06,1.88,2.09,,,,,,,,,,
558,2,0.06,2.16,2.34,,,,,,,,,,
564,2,0.06,0.00,0.00,,,,,,,,,,
564,2,0.06,0.00,0.00,,,,,,,,,,
564,2,0.06,1.70,1.48,,,,,,,,,,
564,2,0.06,1.04,1.19,,,,,,,,,,
568,2,0.06,1.28,1.21,,,,,,,,,,
568,2,0.06,1.25,1.31,,,,,,,,,,
568,2,0.06,2.37,2.32,,,,,,,,,,
568,2,0.06,1.29,1.28,,,,,,,,,,
581,2,0.06,1.72,1.72,,,,,,,,,,
581,2,0.06,2.11,1.91,,,,,,,,,,
581,2,0.06,2.38,2.21,,,,,,,,,,
581,2,0.06,2.07,2.11,,,,,,,,,,
645,2,0.06,1.48,1.55,,,,,,,,,,
645,2,0.06,1.59,1.52,,,,,,,,,,
645,2,0.06,1.75,1.91,,,,,,,,,,
645,2,0.06,2.03,1.95,,,,,,,,,,
667,2,0.06,1.78,1.63,,,,,,,,,,
667,2,0.06,1.85,1.99,,,,,,,,,,
667,2,0.06,1.96,2.00,,,,,,,,,,
667,2,0.06,1.36,1.48,,,,,,,,,,
800,2,0.06,0.20,0.20,,,,,,,,,,
800,2,0.06,1.12,0.92,,,,,,,,,,
800,2,0.06,1.13,1.11,,,,,,,,,,
800,2,0.06,0.25,0.25,,,,,,,,,,
62-02,2,0.06,1.69,1.68,,,,,,,,,,
62-02,2,0.06,1.65,1.75,,,,,,,,,,
62-02,2,0.06,1.07,1.34,,,,,,,,,,
62-02,2,0.06,0.20,0.20,,,,,,,,,,
62-03,2,0.06,1.64,1.48,,,,,,,,,,
62-03,2,0.06,1.84,1.65,,,,,,,,,,
62-03,2,0.06,1.52,1.58,,,,,,,,,,
62-03,2,0.06,1.77,1.76,,,,,,,,,,
62-04,2,0.06,1.49,1.39,,,,,,,,,,
62-04,2,0.06,0.00,0.00,,,,,,,,,,
62-04,2,0.06,0.00,0.00,,,,,,,,,,
62-04,2,0.06,0.00,0.00,,,,,,,,,,
78-01,2,0.06,0.00,0.00,,,,,,,,,,
78-01,2,0.06,0.00,0.00,,,,,,,,,,
78-01,2,0.06,0.00,0.00,,,,,,,,,,
78-01,2,0.06,0.00,0.00,,,,,,,,,,
78-02,2,0.06,0.00,0.00,,,,,,,,,,
78-02,2,0.06,1.46,1.38,,,,,,,,,,
78-02,2,0.06,1.28,1.25,,,,,,,,,,
78-02,2,0.06,1.39,1.43,,,,,,,,,,
78-05,2,0.06,1.25,1.20,,,,,,,,,,
78-05,2,0.06,0.78,0.86,,,,,,,,,,
78-05,2,0.06,1.21,1.18,,,,,,,,,,
78-05,2,0.06,0.79,0.61,,,,,,,,,,
S-01,2,0.06,0.60,1.17,,,,,,,,,,
S-01,2,0.06,1.12,1.08,,,,,,,,,,
S-01,2,0.06,1.27,1.19,,,,,,,,,,
S-01,2,0.06,1.23,1.32,,,,,,,,,,
H-01,2,0.06,0.35,0.35,,,,,,,,,,
H-01,2,0.06,0.00,0.00,,,,,,,,,,
H-01,2,0.06,0.15,0.15,,,,,,,,,,
H-01,2,0.06,0.15,0.15,,,,,,,,,,
H-03,2,0.06,0.10,0.10,,,,,,,,,,
H-03,2,0.06,1.54,1.60,,,,,,,,,,
H-03,2,0.06,0.83,0.82,,,,,,,,,,
H-03,2,0.06,0.82,0.86,,,,,,,,,,
H-04,2,0.06,0.00,0.00,,,,,,,,,,
H-04,2,0.06,0.00,0.00,,,,,,,,,,
H-04,2,0.06,0.00,0.00,,,,,,,,,,
H-04,2,0.06,0.00,0.00,,,,,,,,,,
I-20,2,0.06,0.00,0.00,,,,,,,,,,
I-20,2,0.06,0.00,0.00,,,,,,,,,,
I-20,2,0.06,0.00,0.00,,,,,,,,,,
I-20,2,0.06,0.00,0.00,,,,,,,,,,
419,2,0.06,1.02,1.00,,,,,,,,,,
419,2,0.06,1.05,1.05,,,,,,,,,,
419,2,0.06,0.00,0.00,,,,,,,,,,
419,2,0.06,0.00,0.00,,,,,,,,,,
413,2,0.06,0.00,0.00,,,,,,,,,,
413,2,0.06,0.10,0.10,,,,,,,,,,
413,2,0.06,1.00,0.79,,,,,,,,,,
413,2,0.06,0.00,0.00,,,,,,,,,,
W212,2,0.06,0.30,0.30,,,,,,,,,,
W212,2,0.06,1.23,0.97,,,,,,,,,,
W212,2,0.06,1.02,1.16,,,,,,,,,,
W212,2,0.06,0.40,0.40,,,,,,,,,,
318,2,0.06,1.17,1.03,,,,,,,,,,
318,2,0.06,1.08,1.14,,,,,,,,,,
318,2,0.06,0.95,0.59,,,,,,,,,,
318,2,0.06,1.04,0.78,,,,,,,,,,
1025,2,0.06,0.00,0.00,,,,,,,,,,
1025,2,0.06,0.00,0.00,,,,,,,,,,
1025,2,0.06,0.89,1.04,,,,,,,,,,
1025,2,0.06,0.00,0.00,,,,,,,,,,
1026,2,0.06,1.05,0.97,,,,,,,,,,
1026,2,0.06,0.00,0.00,,,,,,,,,,
1026,2,0.06,0.20,0.20,,,,,,,,,,
1026,2,0.06,0.83,0.76,,,,,,,,,,
1027,2,0.06,1.54,1.47,,,,,,,,,,
1027,2,0.06,1.44,1.67,,,,,,,,,,
1027,2,0.06,0.70,0.70,,,,,,,,,,
1027,2,0.06,1.03,1.18,,,,,,,,,,
1029,2,0.06,1.65,1.53,,,,,,,,,,
1029,2,0.06,1.54,1.69,,,,,,,,,,
1029,2,0.06,1.76,1.58,,,,,,,,,,
1029,2,0.06,1.27,1.67,,,,,,,,,,
1032,2,0.06,1.24,1.08,,,,,,,,,,
1032,2,0.06,1.41,1.27,,,,,,,,,,
1032,2,0.06,0.90,0.98,,,,,,,,,,
1032,2,0.06,1.33,1.41,,,,,,,,,,
1033,2,0.06,1.32,1.46,,,,,,,,,,
1033,2,0.06,1.33,1.69,,,,,,,,,,
1033,2,0.06,1.34,1.34,,,,,,,,,,
1033,2,0.06,1.63,1.44,,,,,,,,,,
1,2,0.10,0.20,0.20,,,,,,,,,,
1,2,0.10,0.97,0.61,,,,,,,,,,
1,2,0.10,1.14,0.72,,,,,,,,,,
1,2,0.10,1.04,1.06,,,,,,,,,,
8,2,0.10,1.27,1.03,,,,,,,,,,
8,2,0.10,1.31,1.31,,,,,,,,,,
8,2,0.10,1.03,1.04,,,,,,,,,,
8,2,0.10,1.13,1.14,,,,,,,,,,
12B,2,0.10,0.10,0.10,,,,,,,,,,
12B,2,0.10,1.01,0.98,,,,,,,,,,
12B,2,0.10,1.04,0.93,,,,,,,,,,
12B,2,0.10,1.19,1.05,,,,,,,,,,
20,2,0.10,0.00,0.00,,,,,,,,,,
20,2,0.10,0.00,0.00,,,,,,,,,,
20,2,0.10,0.00,0.00,,,,,,,,,,
20,2,0.10,0.00,0.00,,,,,,,,,,
123,2,0.10,0.10,0.10,,,,,,,,,,
123,2,0.10,0.10,0.10,,,,,,,,,,
123,2,0.10,1.03,0.60,,,,,,,,,,
123,2,0.10,0.20,0.20,,,,,,,,,,
21,2,0.10,0.10,0.10,,,,,,,,,,
21,2,0.10,0.00,0.00,,,,,,,,,,
21,2,0.10,0.00,0.00,,,,,,,,,,
21,2,0.10,0.00,0.00,,,,,,,,,,
74SS1,2,0.10,0.00,0.00,,,,,,,,,,
74SS1,2,0.10,0.00,0.00,,,,,,,,,,
74SS1,2,0.10,0.00,0.00,,,,,,,,,,
74SS1,2,0.10,0.00,0.00,,,,,,,,,,
87,2,0.10,0.00,0.00,,,,,,,,,,
87,2,0.10,0.05,0.05,,,,,,,,,,
87,2,0.10,0.00,0.00,,,,,,,,,,
87,2,0.10,0.00,0.00,,,,,,,,,,
118,2,0.10,0.35,0.35,,,,,,,,,,
118,2,0.10,0.05,0.05,,,,,,,,,,
118,2,0.10,0.55,0.88,,,,,,,,,,
118,2,0.10,0.10,0.10,,,,,,,,,,
129,2,0.10,0.00,0.00,,,,,,,,,,
129,2,0.10,0.00,0.00,,,,,,,,,,
129,2,0.10,0.00,0.00,,,,,,,,,,
129,2,0.10,0.00,0.00,,,,,,,,,,
449,2,0.10,0.91,1.00,,,,,,,,,,
449,2,0.10,1.03,1.03,,,,,,,,,,
449,2,0.10,0.00,0.00,,,,,,,,,,
449,2,0.10,1.09,1.20,,,,,,,,,,
461,2,0.10,0.71,0.44,,,,,,,,,,
461,2,0.10,0.43,0.78,,,,,,,,,,
461,2,0.10,0.40,0.40,,,,,,,,,,
461,2,0.10,0.88,0.84,,,,,,,,,,
467,2,0.10,1.34,1.44,,,,,,,,,,
467,2,0.10,1.37,1.41,,,,,,,,,,
467,2,0.10,0.20,0.20,,,,,,,,,,
467,2,0.10,0.00,0.00,,,,,,,,,,
475,2,0.10,0.50,0.50,,,,,,,,,,
475,2,0.10,0.00,0.00,,,,,,,,,,
475,2,0.10,0.00,0.00,,,,,,,,,,
475,2,0.10,0.00,0.00,,,,,,,,,,
558,2,0.10,0.10,0.10,,,,,,,,,,
558,2,0.10,1.04,0.66,,,,,,,,,,
558,2,0.10,1.51,1.42,,,,,,,,,,
558,2,0.10,0.94,1.06,,,,,,,,,,
564,2,0.10,0.00,0.00,,,,,,,,,,
564,2,0.10,0.00,0.00,,,,,,,,,,
564,2,0.10,1.23,1.23,,,,,,,,,,
564,2,0.10,1.36,1.39,,,,,,,,,,
568,2,0.10,0.35,0.35,,,,,,,,,,
568,2,0.10,0.40,0.40,,,,,,,,,,
568,2,0.10,1.02,0.75,,,,,,,,,,
568,2,0.10,0.50,0.50,,,,,,,,,,
581,2,0.10,1.54,1.62,,,,,,,,,,
581,2,0.10,1.21,1.25,,,,,,,,,,
581,2,0.10,1.92,1.63,,,,,,,,,,
581,2,0.10,1.64,1.50,,,,,,,,,,
645,2,0.10,1.27,1.27,,,,,,,,,,
645,2,0.10,1.54,1.62,,,,,,,,,,
645,2,0.10,1.52,1.55,,,,,,,,,,
645,2,0.10,1.35,1.30,,,,,,,,,,
667,2,0.10,0.71,0.89,,,,,,,,,,
667,2,0.10,1.18,1.39,,,,,,,,,,
667,2,0.10,1.15,1.20,,,,,,,,,,
667,2,0.10,0.67,0.75,,,,,,,,,,
800,2,0.10,0.00,0.00,,,,,,,,,,
800,2,0.10,0.00,0.00,,,,,,,,,,
800,2,0.10,0.00,0.00,,,,,,,,,,
800,2,0.10,0.00,0.00,,,,,,,,,,
62-02,2,0.10,0.50,0.50,,,,,,,,,,
62-02,2,0.10,1.08,1.08,,,,,,,,,,
62-02,2,0.10,0.00,0.00,,,,,,,,,,
62-02,2,0.10,0.00,0.00,,,,,,,,,,
62-03,2,0.10,0.00,0.00,,,,,,,,,,
62-03,2,0.10,0.97,1.03,,,,,,,,,,
62-03,2,0.10,1.21,0.82,,,,,,,,,,
62-03,2,0.10,1.12,1.40,,,,,,,,,,
62-04,2,0.10,0.35,0.35,,,,,,,,,,
62-04,2,0.10,0.00,0.00,,,,,,,,,,
62-04,2,0.10,0.00,0.00,,,,,,,,,,
62-04,2,0.10,0.00,0.00,,,,,,,,,,
78-01,2,0.10,0.00,0.00,,,,,,,,,,
78-01,2,0.10,0.00,0.00,,,,,,,,,,
78-01,2,0.10,0.00,0.00,,,,,,,,,,
78-01,2,0.10,0.00,0.00,,,,,,,,,,
78-02,2,0.10,0.20,0.20,,,,,,,,,,
78-02,2,0.10,0.87,0.74,,,,,,,,,,
78-02,2,0.10,1.51,1.51,,,,,,,,,,
78-02,2,0.10,0.00,0.00,,,,,,,,,,
78-05,2,0.10,0.95,0.71,,,,,,,,,,
78-05,2,0.10,0.10,0.10,,,,,,,,,,
78-05,2,0.10,0.15,0.15,,,,,,,,,,
78-05,2,0.10,0.30,0.30,,,,,,,,,,
S-01,2,0.10,0.20,0.20,,,,,,,,,,
S-01,2,0.10,0.50,0.50,,,,,,,,,,
S-01,2,0.10,0.99,0.83,,,,,,,,,,
S-01,2,0.10,1.16,1.11,,,,,,,,,,
H-01,2,0.10,0.00,0.00,,,,,,,,,,
H-01,2,0.10,0.00,0.00,,,,,,,,,,
H-01,2,0.10,0.00,0.00,,,,,,,,,,
H-01,2,0.10,0.05,0.05,,,,,,,,,,
H-03,2,0.10,0.00,0.00,,,,,,,,,,
H-03,2,0.10,1.41,1.01,,,,,,,,,,
H-03,2,0.10,0.00,0.00,,,,,,,,,,
H-03,2,0.10,1.16,1.10,,,,,,,,,,
H-04,2,0.10,0.00,0.00,,,,,,,,,,
H-04,2,0.10,0.00,0.00,,,,,,,,,,
H-04,2,0.10,0.00,0.00,,,,,,,,,,
H-04,2,0.10,0.00,0.00,,,,,,,,,,
I-20,2,0.10,0.00,0.00,,,,,,,,,,
I-20,2,0.10,0.00,0.00,,,,,,,,,,
I-20,2,0.10,0.00,0.00,,,,,,,,,,
I-20,2,0.10,0.00,0.00,,,,,,,,,,
419,2,0.10,0.10,0.93,,,,,,,,,,
419,2,0.10,0.30,0.30,,,,,,,,,,
419,2,0.10,0.00,0.00,,,,,,,,,,
419,2,0.10,0.00,0.00,,,,,,,,,,
413,2,0.10,0.00,0.00,,,,,,,,,,
413,2,0.10,0.00,0.00,,,,,,,,,,
413,2,0.10,0.85,0.89,,,,,,,,,,
413,2,0.10,0.00,0.00,,,,,,,,,,
W212,2,0.10,0.00,0.00,,,,,,,,,,
W212,2,0.10,0.20,0.20,,,,,,,,,,
W212,2,0.10,0.40,0.40,,,,,,,,,,
W212,2,0.10,0.00,0.00,,,,,,,,,,
318,2,0.10,0.15,0.15,,,,,,,,,,
318,2,0.10,0.30,0.30,,,,,,,,,,
318,2,0.10,0.00,0.00,,,,,,,,,,
318,2,0.10,0.35,0.35,,,,,,,,,,
1025,2,0.10,0.00,0.00,,,,,,,,,,
1025,2,0.10,0.00,0.00,,,,,,,,,,
1025,2,0.10,0.00,0.00,,,,,,,,,,
1025,2,0.10,0.00,0.00,,,,,,,,,,
1026,2,0.10,0.30,0.30,,,,,,,,,,
1026,2,0.10,0.00,0.00,,,,,,,,,,
1026,2,0.10,0.10,0.10,,,,,,,,,,
1026,2,0.10,0.55,0.55,,,,,,,,,,
1027,2,0.10,1.02,0.81,,,,,,,,,,
1027,2,0.10,0.50,0.50,,,,,,,,,,
1027,2,0.10,0.40,0.40,,,,,,,,,,
1027,2,0.10,0.60,0.60,,,,,,,,,,
1029,2,0.10,0.78,1.06,,,,,,,,,,
1029,2,0.10,1.22,1.31,,,,,,,,,,
1029,2,0.10,1.03,1.07,,,,,,,,,,
1029,2,0.10,0.30,0.30,,,,,,,,,,
1032,2,0.10,0.88,0.86,,,,,,,,,,
1032,2,0.10,1.06,0.93,,,,,,,,,,
1032,2,0.10,0.94,0.90,,,,,,,,,,
1032,2,0.10,1.17,1.24,,,,,,,,,,
1033,2,0.10,1.22,1.00,,,,,,,,,,
1033,2,0.10,1.40,1.26,,,,,,,,,,
1033,2,0.10,1.20,1.27,,,,,,,,,,
1033,2,0.10,0.98,1.00,,,,,,,,,,
,,,,,,,,,,,,,,